,name,brand,categories,marketName,depotName,price,updateDate,mesafe_km,sourceLat,sourceLng
Bisküvi,Bisküvi Karamelli 33 gr Papita,Papia,"Bisküviler, Kremalı Bisküvi, Bi̇sküvi̇, Kek Ve Mamalar",a101,Taşköprü Derince Kocaeli,9.0,2025-05-03 10:16,0,40.8532704,29.8815203
Bisküvi,Bisküvi Karamelli 33 gr Papita,Papia,"Bisküviler, Kremalı Bisküvi, Bi̇sküvi̇, Kek Ve Mamalar",a101,Elif Sare Karesi Balıkesir,9.0,2025-05-03 10:16,0,39.648369,27.88261
Bisküvi,Bisküvi Karamelli 33 gr Papita,Papia,"Bisküviler, Kremalı Bisküvi, Bi̇sküvi̇, Kek Ve Mamalar",a101,Zübeyde Hanım Tepebaşı Eskişehir,9.0,2025-05-03 10:16,0,39.784302,30.51922
Bisküvi,Bisküvi Sütlü 33 gr Papita,Şölen,"Bisküviler, Kremalı Bisküvi, Bi̇sküvi̇, Kek Ve Mamalar",a101,Halil Efe Soytürk Kırıkhan Hatay,9.0,2025-05-03 10:16,0,36.4018488,36.3498097
Bisküvi,Eti Kremalı Bisküvi 61 gr,Eti,"Tatlı Bisküvi Kek Gofret, Bisküviler, Kuru Gıdalar, Gıda, Kremalı Bisküvi, Bi̇sküvi̇, Kek Ve Mamalar, Bisküvi Ve Çikolata, Tatlı Bi̇sküvi̇ler, Farklı Bısküvı, Bi̇sküvi̇ler",carrefour,Tekırdağ Eroğlu Hıper,9.5,2025-05-03 10:16,0,40.9833333,27.5166667
Bisküvi,Eti Kremalı Bisküvi 61 gr,Eti,"Tatlı Bisküvi Kek Gofret, Bisküviler, Kuru Gıdalar, Gıda, Kremalı Bisküvi, Bi̇sküvi̇, Kek Ve Mamalar, Bisküvi Ve Çikolata, Tatlı Bi̇sküvi̇ler, Farklı Bısküvı, Bi̇sküvi̇ler",migros,Mardin Mm Migros,9.5,2025-05-03 10:16,0,37.3122361,40.735112
Bisküvi,Eti Kremalı Bisküvi 61 gr,Eti,"Tatlı Bisküvi Kek Gofret, Bisküviler, Kuru Gıdalar, Gıda, Kremalı Bisküvi, Bi̇sküvi̇, Kek Ve Mamalar, Bisküvi Ve Çikolata, Tatlı Bi̇sküvi̇ler, Farklı Bısküvı, Bi̇sküvi̇ler",migros,5m Horizon Garden Avm Denizli,9.5,2025-05-03 10:16,0,37.77652,29.08639
Bisküvi,Eti Kremalı Bisküvi 61 gr,Eti,"Tatlı Bisküvi Kek Gofret, Bisküviler, Kuru Gıdalar, Gıda, Kremalı Bisküvi, Bi̇sküvi̇, Kek Ve Mamalar, Bisküvi Ve Çikolata, Tatlı Bi̇sküvi̇ler, Farklı Bısküvı, Bi̇sküvi̇ler",migros,5m Aydın Kipa Avm,9.5,2025-05-03 10:16,0,37.8444,27.8458
Bisküvi,Eti Kremalı Bisküvi 61 gr,Eti,"Tatlı Bisküvi Kek Gofret, Bisküviler, Kuru Gıdalar, Gıda, Kremalı Bisküvi, Bi̇sküvi̇, Kek Ve Mamalar, Bisküvi Ve Çikolata, Tatlı Bi̇sküvi̇ler, Farklı Bısküvı, Bi̇sküvi̇ler",carrefour,Bursa Maya Hıper,9.5,2025-05-03 10:16,0,40.18257,29.06687
Bisküvi,Eti Kremalı Bisküvi 61 gr,Eti,"Tatlı Bisküvi Kek Gofret, Bisküviler, Kuru Gıdalar, Gıda, Kremalı Bisküvi, Bi̇sküvi̇, Kek Ve Mamalar, Bisküvi Ve Çikolata, Tatlı Bi̇sküvi̇ler, Farklı Bısküvı, Bi̇sküvi̇ler",migros,5m Malatya Park,9.5,2025-05-03 10:16,0,38.35519,38.30946
Bisküvi,Eti Kremalı Bisküvi 61 gr,Eti,"Tatlı Bisküvi Kek Gofret, Bisküviler, Kuru Gıdalar, Gıda, Kremalı Bisküvi, Bi̇sküvi̇, Kek Ve Mamalar, Bisküvi Ve Çikolata, Tatlı Bi̇sküvi̇ler, Farklı Bısküvı, Bi̇sküvi̇ler",carrefour,Denızlı Teras Park Hıper,9.5,2025-05-03 10:16,0,37.77652,29.08639
Bisküvi,Eti Kremalı Bisküvi 61 gr,Eti,"Tatlı Bisküvi Kek Gofret, Bisküviler, Kuru Gıdalar, Gıda, Kremalı Bisküvi, Bi̇sküvi̇, Kek Ve Mamalar, Bisküvi Ve Çikolata, Tatlı Bi̇sküvi̇ler, Farklı Bısküvı, Bi̇sküvi̇ler",migros,Piazza Avm Kahramanmaraş Mmm,9.5,2025-05-03 10:16,0,37.5833333,36.9333333
