,name,brand,categories,marketName,depotName,price,updateDate,mesafe_km,sourceLat,sourceLng
Ekmek,Ehe Normal Ekmek,İhe,"Gıda, Ekmek, Temel Gıda Ürünleri, Unlu Mamüller",tarim_kredi,Erzurum Yakutiye Şükrüpaşa,6.0,2025-05-03 10:16,0,39.9043189,41.2678853
Ekmek,Ekmek Baget Mini 70 gr,Markasız,"Cafe Fırın Ürünleri, Ekmek, Cafe Grubu",sok,Adapazarı Paye,7.0,2025-05-03 10:16,0,37.8666667,32.4833333
Ekmek,Ekmek Baget Kepekli Mini 60 gr,Markasız,"Cafe Fırın Ürünleri, Ekmek, Cafe Grubu",sok,Malatya Ilyas Mah,7.0,2025-05-03 10:16,0,38.35519,38.30946
Ekmek,Ekmek Baget Mini 70 gr,Markasız,"Cafe Fırın Ürünleri, Ekmek, Cafe Grubu",sok,Malatya Ilyas Mah,7.0,2025-05-03 10:16,0,38.35519,38.30946
Ekmek,Ekmek Baget Mini 70 gr,Markasız,"Cafe Fırın Ürünleri, Ekmek, Cafe Grubu",sok,Kurtlusoğuksu Mah,7.0,2025-05-03 10:16,0,36.4018488,36.3498097
Ekmek,Ekmek Baget Kepekli Mini 60 gr,Markasız,"Cafe Fırın Ürünleri, Ekmek, Cafe Grubu",sok,Kurtlusoğuksu Mah,7.0,2025-05-03 10:16,0,36.4018488,36.3498097
Ekmek,Bagetürk Normal Ekmek,Markasız,"Gıda, Ekmek, Temel Gıda Ürünleri, Unlu Mamüller",tarim_kredi,Samsun Ilkadım Selahiye,8.5,2025-05-03 10:16,0,41.292782,36.33128
Ekmek,Köfte Ekmek ( u ) 110 gr,Markasız,"Unlu Mamuller Servis, Paketli Unlu Mamüller, Çeşit Ekmek, Ekmek Çeşi̇tleri̇",migros,Yeni Vilayet M Migros,8.5,2025-05-03 10:16,0,37.0,35.3213333
Ekmek,Ekmek,Markasız,"Ekmek, Normal Ekmek, Un Ve Unlu Mamuller",a101,100 Yıl Bulvarı Ilkadım Samsun,9.0,2025-05-03 10:16,0,41.292782,36.33128
Ekmek,Normal Ekmek,Markasız,"Ekmek Fırınlar, Ekmek Günlük, Unlu Mamuller, Ekmek Speci̇al Sofra",sok,Samsun Kadıköy Mgz,9.0,2025-05-03 10:16,0,41.292782,36.33128
Ekmek,Bagetürk Normal Ekmek,Markasız,"Gıda, Ekmek, Temel Gıda Ürünleri, Unlu Mamüller",tarim_kredi,Gaziantep Şahinbey Gümüştekin,10.0,2025-05-03 10:16,0,37.06622,37.38332
Ekmek,Günlük Kepekli Ekmek,Markasız,"Ekmek, Normal Ekmek, Un Ve Unlu Mamuller",a101,Melekbaba Yeşilyurt Malatya,10.0,2025-05-03 10:16,0,38.35519,38.30946
Ekmek,Normal Ekmek,Markasız,"Ekmek Fırınlar, Ekmek Günlük, Unlu Mamuller, Ekmek Speci̇al Sofra",sok,Malatya Emeksiz,10.0,2025-05-03 10:16,0,38.35519,38.30946
Ekmek,Bagetürk Odun Ekmek,Markasız,"Gıda, Ekmek, Temel Gıda Ürünleri, Unlu Mamüller",tarim_kredi,Istanbul Fatih Yedikule Imrahor,10.0,2025-05-03 10:16,0,41.00527,28.97696
Ekmek,Günlük Kepekli Ekmek,Markasız,"Ekmek, Normal Ekmek, Un Ve Unlu Mamuller",a101,Yenişehir Yenişehir Diyarbakır,10.0,2025-05-03 10:16,0,37.91441,40.230629
Ekmek,Bagetürk Normal Ekmek,Markasız,"Gıda, Ekmek, Temel Gıda Ürünleri, Unlu Mamüller",tarim_kredi,Diyarbakır Kayapınar Huzurevleri,10.0,2025-05-03 10:16,0,37.91441,40.230629
Ekmek,Ekmek Tandır,Markasız,"Ekmek, Normal Ekmek, Un Ve Unlu Mamuller",a101,Atlamataşı Fatih Istanbul,10.0,2025-05-03 10:16,0,41.00527,28.97696
Ekmek,İstanbul Halk Ekmek Fındıklı Ve Üzümlü Ekmek 50 gr,İHE,"Ekmekler, Paketli Ekmekler, Pasta-ekmek, Taze Gıdalar",carrefour,Istanbul Fatıh Mını,10.0,2025-05-03 10:16,0,41.00527,28.97696
Ekmek,Bagetürk Normal Ekmek,Markasız,"Gıda, Ekmek, Temel Gıda Ürünleri, Unlu Mamüller",tarim_kredi,Hatay Kırıkhan Toki,10.0,2025-05-03 10:16,0,36.4018488,36.3498097
Ekmek,Ekmek,Markasız,"Ekmek, Normal Ekmek, Un Ve Unlu Mamuller",a101,Özlem Yüzgüleç Kırıkhan Hatay,10.0,2025-05-03 10:16,0,36.4018488,36.3498097
Ekmek,Günlük Kepekli Ekmek,Markasız,"Ekmek, Normal Ekmek, Un Ve Unlu Mamuller",a101,Orduevi Antalya,10.0,2025-05-03 10:16,0,36.88414,30.70563
Ekmek,Ekmek,Markasız,"Ekmek, Normal Ekmek, Un Ve Unlu Mamuller",a101,Taştepe Battalgazi Malatya,10.0,2025-05-03 10:16,0,38.35519,38.30946
Ekmek,Normal Ekmek,Markasız,"Ekmek Fırınlar, Ekmek Günlük, Unlu Mamuller, Ekmek Speci̇al Sofra",sok,Diyarbakır Balıkçılarbaşı,10.0,2025-05-03 10:16,0,37.91441,40.230629
Ekmek,Bagetürk Normal Ekmek,Markasız,"Gıda, Ekmek, Temel Gıda Ürünleri, Unlu Mamüller",tarim_kredi,Malatya Yeşilyurt,10.0,2025-05-03 10:16,0,38.35519,38.30946
Ekmek,Normal Ekmek,Markasız,"Ekmek Fırınlar, Ekmek Günlük, Unlu Mamuller, Ekmek Speci̇al Sofra",sok,Gaziantep Değirmiçem,10.0,2025-05-03 10:16,0,37.06622,37.38332
Ekmek,Bagetürk Normal Ekmek,Markasız,"Gıda, Ekmek, Temel Gıda Ürünleri, Unlu Mamüller",tarim_kredi,Van Ipekyolu 2 Nisan,10.0,2025-05-03 10:16,0,38.4941667,43.38
Ekmek,Ekmek,Markasız,"Ekmek, Normal Ekmek, Un Ve Unlu Mamuller",a101,Yenikent Kızıltepe Mardin,10.0,2025-05-03 10:16,0,37.3122361,40.735112
