,name,brand,categories,marketName,depotName,price,updateDate,mesafe_km,sourceLat,sourceLng
Pirinç,Kırık Pirinç 1 kg Efsane,Efsane,"1704-bakli̇yat Ve Unlu Mamuller, 17-grup Spot, 170406-kırık Pirinç",bim,Hat Boyutepebaşıeskişehir,17.5,2025-05-03 10:16,0,39.784302,30.51922
Pirinç,Kırık Pirinç 1 kg Efsane,Efsane,"1704-bakli̇yat Ve Unlu Mamuller, 17-grup Spot, 170406-kırık Pirinç",bim,Meydan  Trabzon,17.5,2025-05-03 10:16,0,41.0,39.7333333
Pirinç,Kırık Pirinç 1 kg Efsane,Efsane,"1704-bakli̇yat Ve Unlu Mamuller, 17-grup Spot, 170406-kırık Pirinç",bim,Dere  Konak,17.5,2025-05-03 10:16,0,38.41885,27.12872
Pirinç,Kırık Pirinç 1 kg Efsane,Efsane,"1704-bakli̇yat Ve Unlu Mamuller, 17-grup Spot, 170406-kırık Pirinç",bim,Ulucami  Osmangazi  Bursa,17.5,2025-05-03 10:16,0,40.18257,29.06687
Pirinç,Kırık Pirinç 1 kg Efsane,Efsane,"1704-bakli̇yat Ve Unlu Mamuller, 17-grup Spot, 170406-kırık Pirinç",bim,Güzelhisar  Aydın,17.5,2025-05-03 10:16,0,37.8444,27.8458
Pirinç,Kırık Pirinç 1 kg Efsane,Efsane,"1704-bakli̇yat Ve Unlu Mamuller, 17-grup Spot, 170406-kırık Pirinç",bim,Sigortasüleymanpaşatekirdağ,17.5,2025-05-03 10:16,0,40.9833333,27.5166667
Pirinç,Kırık Pirinç 1 kg Efsane,Efsane,"1704-bakli̇yat Ve Unlu Mamuller, 17-grup Spot, 170406-kırık Pirinç",bim,Anafartalar  Balıkesir,17.5,2025-05-03 10:16,0,39.648369,27.88261
Pirinç,Kırık Pirinç 1 kg Efsane,Efsane,"1704-bakli̇yat Ve Unlu Mamuller, 17-grup Spot, 170406-kırık Pirinç",bim,100yıl  Kırıkhan  Hatay,17.5,2025-05-03 10:16,0,36.4018488,36.3498097
Pirinç,Kırık Pirinç 1 kg Efsane,Efsane,"1704-bakli̇yat Ve Unlu Mamuller, 17-grup Spot, 170406-kırık Pirinç",bim,Divanlı  Kmaraş,17.5,2025-05-03 10:16,0,37.5833333,36.9333333
Pirinç,Kırık Pirinç 1 kg Efsane,Efsane,"1704-bakli̇yat Ve Unlu Mamuller, 17-grup Spot, 170406-kırık Pirinç",bim,Sıhke  Van,17.5,2025-05-03 10:16,0,38.4941667,43.38
