,name,brand,categories,marketName,depotName,price,updateDate,mesafe_km,sourceLat,sourceLng
Buğday Unu,Migros Un 1 kg,Migros,"Pl Un, Pl Sıvı Yağ Makarna Un, Pl Sade Unlar, Pl Un Çeşi̇tleri̇",migros,Mjet Yavuz Selim Blv Trabzon,23.95,2025-05-03 10:16,0,41.0,39.7333333
Buğday Unu,Migros Un 1 kg,Migros,"Pl Un, Pl Sıvı Yağ Makarna Un, Pl Sade Unlar, Pl Un Çeşi̇tleri̇",migros,Istiklal Aydın M Migros,23.95,2025-05-03 10:16,0,37.8444,27.8458
Buğday Unu,Migros Un 1 kg,Migros,"Pl Un, Pl Sıvı Yağ Makarna Un, Pl Sade Unlar, Pl Un Çeşi̇tleri̇",migros,Mjet Şehreküstü Bursa,23.95,2025-05-03 10:16,0,40.18257,29.06687
Buğday Unu,Migros Un 1 kg,Migros,"Pl Un, Pl Sıvı Yağ Makarna Un, Pl Sade Unlar, Pl Un Çeşi̇tleri̇",migros,Çiftlikönü S Paşa Tekirdağ M,23.95,2025-05-03 10:16,0,40.9833333,27.5166667
Buğday Unu,Migros Un 1 kg,Migros,"Pl Un, Pl Sıvı Yağ Makarna Un, Pl Sade Unlar, Pl Un Çeşi̇tleri̇",migros,Konak Hükümet Konağı M Migros,23.95,2025-05-03 10:16,0,38.41885,27.12872
Buğday Unu,Migros Un 1 kg,Migros,"Pl Un, Pl Sıvı Yağ Makarna Un, Pl Sade Unlar, Pl Un Çeşi̇tleri̇",migros,Mjet Kaleiçi Antalya,23.95,2025-05-03 10:16,0,36.88414,30.70563
Buğday Unu,Migros Un 1 kg,Migros,"Pl Un, Pl Sıvı Yağ Makarna Un, Pl Sade Unlar, Pl Un Çeşi̇tleri̇",migros,Ankara Kolej M Mıgros,23.95,2025-05-03 10:16,0,39.92077,32.85411
Buğday Unu,Migros Un 1 kg,Migros,"Pl Un, Pl Sıvı Yağ Makarna Un, Pl Sade Unlar, Pl Un Çeşi̇tleri̇",migros,Balıkesir Eskiterminal M,23.95,2025-05-03 10:16,0,39.648369,27.88261
Buğday Unu,Migros Un 1 kg,Migros,"Pl Un, Pl Sıvı Yağ Makarna Un, Pl Sade Unlar, Pl Un Çeşi̇tleri̇",migros,Mardian Mall Mardin Mm,23.95,2025-05-03 10:16,0,37.3122361,40.735112
Buğday Unu,Migros Un 1 kg,Migros,"Pl Un, Pl Sıvı Yağ Makarna Un, Pl Sade Unlar, Pl Un Çeşi̇tleri̇",migros,Oniki Şubat Kahramanmaraş Mm,23.95,2025-05-03 10:16,0,37.5833333,36.9333333
Buğday Unu,Migros Un 1 kg,Migros,"Pl Un, Pl Sıvı Yağ Makarna Un, Pl Sade Unlar, Pl Un Çeşi̇tleri̇",migros,Cengiz Topel Eskişehir M,23.95,2025-05-03 10:16,0,39.784302,30.51922
Buğday Unu,Migros Un 1 kg,Migros,"Pl Un, Pl Sıvı Yağ Makarna Un, Pl Sade Unlar, Pl Un Çeşi̇tleri̇",migros,Mjet Bey Mahallesi Gaziantep,23.95,2025-05-03 10:16,0,37.06622,37.38332
Buğday Unu,Migros Un 1 kg,Migros,"Pl Un, Pl Sıvı Yağ Makarna Un, Pl Sade Unlar, Pl Un Çeşi̇tleri̇",migros,Yeni Vilayet M Migros,23.95,2025-05-03 10:16,0,37.0,35.3213333
Buğday Unu,Migros Un 1 kg,Migros,"Pl Un, Pl Sıvı Yağ Makarna Un, Pl Sade Unlar, Pl Un Çeşi̇tleri̇",migros,Istasyon Konya M Migros,23.95,2025-05-03 10:16,0,37.8666667,32.4833333
Buğday Unu,Söke Un 1 kg,Söke,"Kuru Gıdalar, Gıda, Unlar/irmikler, Unlar, Unlar/i̇rmi̇kler, Sade Unlar, Un, Buğday Unu, Un Çeşi̇tleri̇, Sıvı Yağ Makarna Un, Un Ve Unlu Mamuller",carrefour,Tekırdağ Eroğlu Hıper,32.0,2025-05-03 10:16,0,40.9833333,27.5166667
Buğday Unu,Sinangil Un 1 kg,Sinangil,"Kuru Gıdalar, Gıda, Unlar/irmikler, Sade Unlar, Unlar/i̇rmi̇kler, Un, Un Çeşi̇tleri̇, Sıvı Yağ Makarna Un",migros,Salıpazarı Balıkesir M Migros,32.21,2025-05-03 10:16,0,39.648369,27.88261
Buğday Unu,Sinangil Un 1 kg,Sinangil,"Kuru Gıdalar, Gıda, Unlar/irmikler, Sade Unlar, Unlar/i̇rmi̇kler, Un, Un Çeşi̇tleri̇, Sıvı Yağ Makarna Un",migros,Van Iki Nisan Mm Migros,32.21,2025-05-03 10:16,0,38.4941667,43.38
Buğday Unu,Sinangil Un 1 kg,Sinangil,"Kuru Gıdalar, Gıda, Unlar/irmikler, Sade Unlar, Unlar/i̇rmi̇kler, Un, Un Çeşi̇tleri̇, Sıvı Yağ Makarna Un",migros,Serracity Avm Erzurum M Migros,32.21,2025-05-03 10:16,0,39.9043189,41.2678853
Buğday Unu,Sinangil Un 1 kg,Sinangil,"Kuru Gıdalar, Gıda, Unlar/irmikler, Sade Unlar, Unlar/i̇rmi̇kler, Un, Un Çeşi̇tleri̇, Sıvı Yağ Makarna Un",migros,Istiklal Aydın M Migros,32.21,2025-05-03 10:16,0,37.8444,27.8458
Buğday Unu,Sinangil Un 1 kg,Sinangil,"Kuru Gıdalar, Gıda, Unlar/irmikler, Sade Unlar, Unlar/i̇rmi̇kler, Un, Un Çeşi̇tleri̇, Sıvı Yağ Makarna Un",migros,Mjet Şehreküstü Bursa,32.21,2025-05-03 10:16,0,40.18257,29.06687
Buğday Unu,Sinangil Un 1 kg,Sinangil,"Kuru Gıdalar, Gıda, Unlar/irmikler, Sade Unlar, Unlar/i̇rmi̇kler, Un, Un Çeşi̇tleri̇, Sıvı Yağ Makarna Un",migros,Cengiz Topel Cad Malatya M,32.21,2025-05-03 10:16,0,38.35519,38.30946
Buğday Unu,Sinangil Un 1 kg,Sinangil,"Kuru Gıdalar, Gıda, Unlar/irmikler, Sade Unlar, Unlar/i̇rmi̇kler, Un, Un Çeşi̇tleri̇, Sıvı Yağ Makarna Un",migros,Mjet Ankara Sezenler,32.21,2025-05-03 10:16,0,39.92077,32.85411
Buğday Unu,Sinangil Un 1 kg,Sinangil,"Kuru Gıdalar, Gıda, Unlar/irmikler, Sade Unlar, Unlar/i̇rmi̇kler, Un, Un Çeşi̇tleri̇, Sıvı Yağ Makarna Un",migros,Manisa Mağazası,32.21,2025-05-03 10:16,0,38.619099,27.428921
Buğday Unu,Sinangil Un 1 kg,Sinangil,"Kuru Gıdalar, Gıda, Unlar/irmikler, Sade Unlar, Unlar/i̇rmi̇kler, Un, Un Çeşi̇tleri̇, Sıvı Yağ Makarna Un",migros,Oniki Şubat Kahramanmaraş Mm,32.21,2025-05-03 10:16,0,37.5833333,36.9333333
Buğday Unu,Sinangil Un 1 kg,Sinangil,"Kuru Gıdalar, Gıda, Unlar/irmikler, Sade Unlar, Unlar/i̇rmi̇kler, Un, Un Çeşi̇tleri̇, Sıvı Yağ Makarna Un",migros,Barbaros Mah Kayseri M,32.21,2025-05-03 10:16,0,38.7333333,35.4833333
Buğday Unu,Sinangil Un 1 kg,Sinangil,"Kuru Gıdalar, Gıda, Unlar/irmikler, Sade Unlar, Unlar/i̇rmi̇kler, Un, Un Çeşi̇tleri̇, Sıvı Yağ Makarna Un",migros,Mjet Ziyapaşa Adana,32.21,2025-05-03 10:16,0,37.0,35.3213333
Buğday Unu,Sinangil Un 1 kg,Sinangil,"Kuru Gıdalar, Gıda, Unlar/irmikler, Sade Unlar, Unlar/i̇rmi̇kler, Un, Un Çeşi̇tleri̇, Sıvı Yağ Makarna Un",migros,Mjet Yavuz Selim Blv Trabzon,32.21,2025-05-03 10:16,0,41.0,39.7333333
Buğday Unu,Sinangil Un 1 kg,Sinangil,"Kuru Gıdalar, Gıda, Unlar/irmikler, Sade Unlar, Unlar/i̇rmi̇kler, Un, Un Çeşi̇tleri̇, Sıvı Yağ Makarna Un",migros,5m Horizon Garden Avm Denizli,32.21,2025-05-03 10:16,0,37.77652,29.08639
Buğday Unu,Sinangil Un 1 kg,Sinangil,"Kuru Gıdalar, Gıda, Unlar/irmikler, Sade Unlar, Unlar/i̇rmi̇kler, Un, Un Çeşi̇tleri̇, Sıvı Yağ Makarna Un",migros,Mjet Kaleiçi Antalya,32.21,2025-05-03 10:16,0,36.88414,30.70563
Buğday Unu,Sinangil Un 1 kg,Sinangil,"Kuru Gıdalar, Gıda, Unlar/irmikler, Sade Unlar, Unlar/i̇rmi̇kler, Un, Un Çeşi̇tleri̇, Sıvı Yağ Makarna Un",migros,Mjet Kumkapı Istanbul,32.21,2025-05-03 10:16,0,41.00527,28.97696
Buğday Unu,Sinangil Un 1 kg,Sinangil,"Kuru Gıdalar, Gıda, Unlar/irmikler, Sade Unlar, Unlar/i̇rmi̇kler, Un, Un Çeşi̇tleri̇, Sıvı Yağ Makarna Un",migros,Diyarbakır Mm Mıgros,32.21,2025-05-03 10:16,0,37.91441,40.230629
Buğday Unu,Sinangil Un 1 kg,Sinangil,"Kuru Gıdalar, Gıda, Unlar/irmikler, Sade Unlar, Unlar/i̇rmi̇kler, Un, Un Çeşi̇tleri̇, Sıvı Yağ Makarna Un",migros,Mjet Bey Mahallesi Gaziantep,32.21,2025-05-03 10:16,0,37.06622,37.38332
Buğday Unu,Sinangil Un 1 kg,Sinangil,"Kuru Gıdalar, Gıda, Unlar/irmikler, Sade Unlar, Unlar/i̇rmi̇kler, Un, Un Çeşi̇tleri̇, Sıvı Yağ Makarna Un",migros,Istasyon Konya M Migros,32.21,2025-05-03 10:16,0,37.8666667,32.4833333
Buğday Unu,Sinangil Un 1 kg,Sinangil,"Kuru Gıdalar, Gıda, Unlar/irmikler, Sade Unlar, Unlar/i̇rmi̇kler, Un, Un Çeşi̇tleri̇, Sıvı Yağ Makarna Un",migros,Konak Hükümet Konağı M Migros,32.21,2025-05-03 10:16,0,38.41885,27.12872
Buğday Unu,Sinangil Un 1 kg,Sinangil,"Kuru Gıdalar, Gıda, Unlar/irmikler, Sade Unlar, Unlar/i̇rmi̇kler, Un, Un Çeşi̇tleri̇, Sıvı Yağ Makarna Un",migros,Yalım Mh Artuklu Mardin M,32.21,2025-05-03 10:16,0,37.3122361,40.735112
Buğday Unu,Sinangil Un 1 kg,Sinangil,"Kuru Gıdalar, Gıda, Unlar/irmikler, Sade Unlar, Unlar/i̇rmi̇kler, Un, Un Çeşi̇tleri̇, Sıvı Yağ Makarna Un",migros,Mjet Kocaeli Üniversitesi,32.21,2025-05-03 10:16,0,40.8532704,29.8815203
Buğday Unu,Sinangil Un 1 kg,Sinangil,"Kuru Gıdalar, Gıda, Unlar/irmikler, Sade Unlar, Unlar/i̇rmi̇kler, Un, Un Çeşi̇tleri̇, Sıvı Yağ Makarna Un",migros,Cumhuriyet Meydanı Samsun M,32.21,2025-05-03 10:16,0,41.292782,36.33128
Buğday Unu,Sinangil Un 1 kg,Sinangil,"Kuru Gıdalar, Gıda, Unlar/irmikler, Sade Unlar, Unlar/i̇rmi̇kler, Un, Un Çeşi̇tleri̇, Sıvı Yağ Makarna Un",migros,Mjet Sıhhiye Meydanı Eskişehir,32.21,2025-05-03 10:16,0,39.784302,30.51922
Buğday Unu,Sinangil Un 1 kg,Sinangil,"Kuru Gıdalar, Gıda, Unlar/irmikler, Sade Unlar, Unlar/i̇rmi̇kler, Un, Un Çeşi̇tleri̇, Sıvı Yağ Makarna Un",migros,Çiftlikönü S Paşa Tekirdağ M,32.21,2025-05-03 10:16,0,40.9833333,27.5166667
Buğday Unu,Katmer Un 1 kg,Söke,"Sade Unlar, Un, Un Çeşi̇tleri̇, Sıvı Yağ Makarna Un",migros,Ahmet Paşa Caddesi Kayseri M,32.95,2025-05-03 10:16,0,38.7333333,35.4833333
Buğday Unu,Katmer Un 1 kg,Söke,"Sade Unlar, Un, Un Çeşi̇tleri̇, Sıvı Yağ Makarna Un",migros,Mjet Sakarya Cd Eskişehir,32.95,2025-05-03 10:16,0,39.784302,30.51922
Buğday Unu,Katmer Un 1 kg,Söke,"Sade Unlar, Un, Un Çeşi̇tleri̇, Sıvı Yağ Makarna Un",migros,Sanko Park Avm Gaziantep Mmm,32.95,2025-05-03 10:16,0,37.06622,37.38332
Buğday Unu,Katmer Un 1 kg,Söke,"Sade Unlar, Un, Un Çeşi̇tleri̇, Sıvı Yağ Makarna Un",migros,Cumhuriyet Meydanı Samsun M,32.95,2025-05-03 10:16,0,41.292782,36.33128
Buğday Unu,Katmer Un 1 kg,Söke,"Sade Unlar, Un, Un Çeşi̇tleri̇, Sıvı Yağ Makarna Un",migros,Mjet Bursa Darmstad,32.95,2025-05-03 10:16,0,40.18257,29.06687
Buğday Unu,Katmer Un 1 kg,Söke,"Sade Unlar, Un, Un Çeşi̇tleri̇, Sıvı Yağ Makarna Un",migros,Yenişehir Konya M Migros,32.95,2025-05-03 10:16,0,37.8666667,32.4833333
Buğday Unu,Katmer Un 1 kg,Söke,"Sade Unlar, Un, Un Çeşi̇tleri̇, Sıvı Yağ Makarna Un",migros,Adana Sular M Mıgros,32.95,2025-05-03 10:16,0,37.0,35.3213333
Buğday Unu,Katmer Un 1 kg,Söke,"Sade Unlar, Un, Un Çeşi̇tleri̇, Sıvı Yağ Makarna Un",migros,Piazza Avm Kahramanmaraş Mmm,32.95,2025-05-03 10:16,0,37.5833333,36.9333333
Buğday Unu,Söke Un 1 kg,Söke,"Kuru Gıdalar, Gıda, Unlar/irmikler, Unlar, Unlar/i̇rmi̇kler, Sade Unlar, Un, Buğday Unu, Un Çeşi̇tleri̇, Sıvı Yağ Makarna Un, Un Ve Unlu Mamuller",a101,Elif Sare Karesi Balıkesir,37.5,2025-05-03 10:16,0,39.648369,27.88261
Buğday Unu,Söke Un 1 kg,Söke,"Kuru Gıdalar, Gıda, Unlar/irmikler, Unlar, Unlar/i̇rmi̇kler, Sade Unlar, Un, Buğday Unu, Un Çeşi̇tleri̇, Sıvı Yağ Makarna Un, Un Ve Unlu Mamuller",a101,Hisar Konak Izmir,37.5,2025-05-03 10:16,0,38.41885,27.12872
Buğday Unu,Söke Un 1 kg,Söke,"Kuru Gıdalar, Gıda, Unlar/irmikler, Unlar, Unlar/i̇rmi̇kler, Sade Unlar, Un, Buğday Unu, Un Çeşi̇tleri̇, Sıvı Yağ Makarna Un, Un Ve Unlu Mamuller",a101,Çiftlikönü Süleymanpaşa Tekirdağ,37.5,2025-05-03 10:16,0,40.9833333,27.5166667
Buğday Unu,Söke Un 1 kg,Söke,"Kuru Gıdalar, Gıda, Unlar/irmikler, Unlar, Unlar/i̇rmi̇kler, Sade Unlar, Un, Buğday Unu, Un Çeşi̇tleri̇, Sıvı Yağ Makarna Un, Un Ve Unlu Mamuller",a101,Ismet Inönü Seyhan Adana,37.5,2025-05-03 10:16,0,37.0,35.3213333
Buğday Unu,Söke Un 1 kg,Söke,"Kuru Gıdalar, Gıda, Unlar/irmikler, Unlar, Unlar/i̇rmi̇kler, Sade Unlar, Un, Buğday Unu, Un Çeşi̇tleri̇, Sıvı Yağ Makarna Un, Un Ve Unlu Mamuller",a101,Pınarbaşı Cad Osmangazi Bursa,37.5,2025-05-03 10:16,0,40.18257,29.06687
Buğday Unu,Söke Un 1 kg,Söke,"Kuru Gıdalar, Gıda, Unlar/irmikler, Unlar, Unlar/i̇rmi̇kler, Sade Unlar, Un, Buğday Unu, Un Çeşi̇tleri̇, Sıvı Yağ Makarna Un, Un Ve Unlu Mamuller",a101,Taştepe Battalgazi Malatya,37.5,2025-05-03 10:16,0,38.35519,38.30946
Buğday Unu,Söke Un 1 kg,Söke,"Kuru Gıdalar, Gıda, Unlar/irmikler, Unlar, Unlar/i̇rmi̇kler, Sade Unlar, Un, Buğday Unu, Un Çeşi̇tleri̇, Sıvı Yağ Makarna Un, Un Ve Unlu Mamuller",a101,Er Konut  Erzurum Yakutiye Erzurum,37.5,2025-05-03 10:16,0,39.9043189,41.2678853
Buğday Unu,Söke Un 1 kg,Söke,"Kuru Gıdalar, Gıda, Unlar/irmikler, Unlar, Unlar/i̇rmi̇kler, Sade Unlar, Un, Buğday Unu, Un Çeşi̇tleri̇, Sıvı Yağ Makarna Un, Un Ve Unlu Mamuller",a101,Ulugazi Ilkadım Samsun,37.5,2025-05-03 10:16,0,41.292782,36.33128
Buğday Unu,Söke Un 1 kg,Söke,"Kuru Gıdalar, Gıda, Unlar/irmikler, Unlar, Unlar/i̇rmi̇kler, Sade Unlar, Un, Buğday Unu, Un Çeşi̇tleri̇, Sıvı Yağ Makarna Un, Un Ve Unlu Mamuller",a101,Yeni Cevdetpaşa Ipekyolu Van,37.5,2025-05-03 10:16,0,38.4941667,43.38
Buğday Unu,Söke Un 1 kg,Söke,"Kuru Gıdalar, Gıda, Unlar/irmikler, Unlar, Unlar/i̇rmi̇kler, Sade Unlar, Un, Buğday Unu, Un Çeşi̇tleri̇, Sıvı Yağ Makarna Un, Un Ve Unlu Mamuller",a101,Balık Hali Meram Konya,37.5,2025-05-03 10:16,0,37.8666667,32.4833333
Buğday Unu,Söke Un 1 kg,Söke,"Kuru Gıdalar, Gıda, Unlar/irmikler, Unlar, Unlar/i̇rmi̇kler, Sade Unlar, Un, Buğday Unu, Un Çeşi̇tleri̇, Sıvı Yağ Makarna Un, Un Ve Unlu Mamuller",a101,Ishakçılar Derince Kocaeli,37.5,2025-05-03 10:16,0,40.8532704,29.8815203
Buğday Unu,Söke Un 1 kg,Söke,"Kuru Gıdalar, Gıda, Unlar/irmikler, Unlar, Unlar/i̇rmi̇kler, Sade Unlar, Un, Buğday Unu, Un Çeşi̇tleri̇, Sıvı Yağ Makarna Un, Un Ve Unlu Mamuller",a101,Kırıkhan Kırıkhan Hatay,37.5,2025-05-03 10:16,0,36.4018488,36.3498097
Buğday Unu,Söke Un 1 kg,Söke,"Kuru Gıdalar, Gıda, Unlar/irmikler, Unlar, Unlar/i̇rmi̇kler, Sade Unlar, Un, Buğday Unu, Un Çeşi̇tleri̇, Sıvı Yağ Makarna Un, Un Ve Unlu Mamuller",a101,Ali Emiri Yenişehir Diyarbakır,37.5,2025-05-03 10:16,0,37.91441,40.230629
Buğday Unu,Söke Un 1 kg,Söke,"Kuru Gıdalar, Gıda, Unlar/irmikler, Unlar, Unlar/i̇rmi̇kler, Sade Unlar, Un, Buğday Unu, Un Çeşi̇tleri̇, Sıvı Yağ Makarna Un, Un Ve Unlu Mamuller",a101,Ismetpaşa Caddesi Muratpaşa Antalya,37.5,2025-05-03 10:16,0,36.88414,30.70563
Buğday Unu,Söke Un 1 kg,Söke,"Kuru Gıdalar, Gıda, Unlar/irmikler, Unlar, Unlar/i̇rmi̇kler, Sade Unlar, Un, Buğday Unu, Un Çeşi̇tleri̇, Sıvı Yağ Makarna Un, Un Ve Unlu Mamuller",a101,Güzelhisar Merkez Aydın,37.5,2025-05-03 10:16,0,37.8444,27.8458
Buğday Unu,Söke Un 1 kg,Söke,"Kuru Gıdalar, Gıda, Unlar/irmikler, Unlar, Unlar/i̇rmi̇kler, Sade Unlar, Un, Buğday Unu, Un Çeşi̇tleri̇, Sıvı Yağ Makarna Un, Un Ve Unlu Mamuller",a101,Atlamataşı Fatih Istanbul,37.5,2025-05-03 10:16,0,41.00527,28.97696
Buğday Unu,Söke Un 1 kg,Söke,"Kuru Gıdalar, Gıda, Unlar/irmikler, Unlar, Unlar/i̇rmi̇kler, Sade Unlar, Un, Buğday Unu, Un Çeşi̇tleri̇, Sıvı Yağ Makarna Un, Un Ve Unlu Mamuller",a101,Belediye Cad Şehzadeler Manisa,37.5,2025-05-03 10:16,0,38.619099,27.428921
Buğday Unu,Söke Un 1 kg,Söke,"Kuru Gıdalar, Gıda, Unlar/irmikler, Unlar, Unlar/i̇rmi̇kler, Sade Unlar, Un, Buğday Unu, Un Çeşi̇tleri̇, Sıvı Yağ Makarna Un, Un Ve Unlu Mamuller",a101,Kayalık Pamukkale Denizli,37.5,2025-05-03 10:16,0,37.77652,29.08639
Buğday Unu,Söke Un 1 kg,Söke,"Kuru Gıdalar, Gıda, Unlar/irmikler, Unlar, Unlar/i̇rmi̇kler, Sade Unlar, Un, Buğday Unu, Un Çeşi̇tleri̇, Sıvı Yağ Makarna Un, Un Ve Unlu Mamuller",a101,Yalım Artuklu Mardin,37.5,2025-05-03 10:16,0,37.3122361,40.735112
Buğday Unu,Söke Un 1 kg,Söke,"Kuru Gıdalar, Gıda, Unlar/irmikler, Unlar, Unlar/i̇rmi̇kler, Sade Unlar, Un, Buğday Unu, Un Çeşi̇tleri̇, Sıvı Yağ Makarna Un, Un Ve Unlu Mamuller",a101,Esentepe Mah Ortahisar,37.5,2025-05-03 10:16,0,41.0,39.7333333
Buğday Unu,Söke Un 1 kg,Söke,"Kuru Gıdalar, Gıda, Unlar/irmikler, Unlar, Unlar/i̇rmi̇kler, Sade Unlar, Un, Buğday Unu, Un Çeşi̇tleri̇, Sıvı Yağ Makarna Un, Un Ve Unlu Mamuller",a101,Oğuz Cad Kocasinan Kayseri,37.5,2025-05-03 10:16,0,38.7333333,35.4833333
Buğday Unu,Söke Un 1 kg,Söke,"Kuru Gıdalar, Gıda, Unlar/irmikler, Unlar, Unlar/i̇rmi̇kler, Sade Unlar, Un, Buğday Unu, Un Çeşi̇tleri̇, Sıvı Yağ Makarna Un, Un Ve Unlu Mamuller",a101,Pınarbaşı Dulkadiroğlu Kahramanmaraş,37.5,2025-05-03 10:16,0,37.5833333,36.9333333
Buğday Unu,Söke Un 1 kg,Söke,"Kuru Gıdalar, Gıda, Unlar/irmikler, Unlar, Unlar/i̇rmi̇kler, Sade Unlar, Un, Buğday Unu, Un Çeşi̇tleri̇, Sıvı Yağ Makarna Un, Un Ve Unlu Mamuller",a101,Sıhhiye Tepebaşı Eskişehir,37.5,2025-05-03 10:16,0,39.784302,30.51922
Buğday Unu,Eriş Un 1 kg,Eriş,"Sade Unlar, Un, Un Çeşi̇tleri̇, Sıvı Yağ Makarna Un",migros,Demokrasi Meydanı Denizli M,37.95,2025-05-03 10:16,0,37.77652,29.08639
Buğday Unu,Eriş Un 1 kg,Eriş,"Sade Unlar, Un, Un Çeşi̇tleri̇, Sıvı Yağ Makarna Un",migros,Diyarbakır Mm Mıgros,37.95,2025-05-03 10:16,0,37.91441,40.230629
Buğday Unu,Eriş Un 1 kg,Eriş,"Sade Unlar, Un, Un Çeşi̇tleri̇, Sıvı Yağ Makarna Un",migros,Gaziantep Forum Mmm Migros,37.95,2025-05-03 10:16,0,37.06622,37.38332
Buğday Unu,Eriş Un 1 kg,Eriş,"Sade Unlar, Un, Un Çeşi̇tleri̇, Sıvı Yağ Makarna Un",migros,Mardian Mall Mardin Mm,37.95,2025-05-03 10:16,0,37.3122361,40.735112
Buğday Unu,Eriş Un 1 kg,Eriş,"Sade Unlar, Un, Un Çeşi̇tleri̇, Sıvı Yağ Makarna Un",migros,Espark Eskişehir Mmm Migros,37.95,2025-05-03 10:16,0,39.784302,30.51922
Buğday Unu,Eriş Un 1 kg,Eriş,"Sade Unlar, Un, Un Çeşi̇tleri̇, Sıvı Yağ Makarna Un",migros,Zafer Plaza Bursa Mm Migros,37.95,2025-05-03 10:16,0,40.18257,29.06687
Buğday Unu,Eriş Un 1 kg,Eriş,"Sade Unlar, Un, Un Çeşi̇tleri̇, Sıvı Yağ Makarna Un",migros,Piazza Avm Kahramanmaraş Mmm,37.95,2025-05-03 10:16,0,37.5833333,36.9333333
Buğday Unu,Eriş Un 1 kg,Eriş,"Sade Unlar, Un, Un Çeşi̇tleri̇, Sıvı Yağ Makarna Un",migros,Adana Sular M Mıgros,37.95,2025-05-03 10:16,0,37.0,35.3213333
Buğday Unu,Eriş Un 1 kg,Eriş,"Sade Unlar, Un, Un Çeşi̇tleri̇, Sıvı Yağ Makarna Un",migros,Barbaros Mah Kayseri M,37.95,2025-05-03 10:16,0,38.7333333,35.4833333
Buğday Unu,Eriş Un 1 kg,Eriş,"Sade Unlar, Un, Un Çeşi̇tleri̇, Sıvı Yağ Makarna Un",migros,Istasyon Konya M Migros,37.95,2025-05-03 10:16,0,37.8666667,32.4833333
Buğday Unu,Eriş Un 1 kg,Eriş,"Sade Unlar, Un, Un Çeşi̇tleri̇, Sıvı Yağ Makarna Un",migros,Cengiz Topel Cad Malatya M,37.95,2025-05-03 10:16,0,38.35519,38.30946
Buğday Unu,Eriş Un 1 kg,Eriş,"Sade Unlar, Un, Un Çeşi̇tleri̇, Sıvı Yağ Makarna Un",migros,Kurtuluş Van Mm Migros,37.95,2025-05-03 10:16,0,38.4941667,43.38
Buğday Unu,Eriş Un 1 kg,Eriş,"Sade Unlar, Un, Un Çeşi̇tleri̇, Sıvı Yağ Makarna Un",migros,5m Aydın Kipa Avm,37.95,2025-05-03 10:16,0,37.8444,27.8458
Buğday Unu,Panpan Un 1 kg,Panpan,"Sade Unlar, Un, Un Çeşi̇tleri̇, Sıvı Yağ Makarna Un",migros,Atürkeş Bulkmaraş M Migros,38.95,2025-05-03 10:16,0,37.5833333,36.9333333
