,name,brand,categories,marketName,depotName,price,updateDate,mesafe_km
Yer Fıstığı,Corny Fındık - yer Fıstığı Kuruyemiş Bar 2,Corny,"Kuru Gıdalar, Gıda, Kuruyemi̇şler, Kuruyemişli Atıştırmalıklar",carrefour,Istanbul Bayrampaşa Forum Hıpe,20.5,2025-05-12 10:16,0
Yer Fıstığı,Tadım Tuzlu Yer Fıstığı 90 gr,Tadım,"Kuru Gıdalar, Gıda, Kuruyemi̇şler, Kuruyemişler Marka, Kuruyemiş, Kavrulmuş Kuruyemiş, Kuruyemiş Ve Cipsler",carrefour,Istanbul Bayrampaşa Forum Hıpe,23.0,2025-05-12 10:16,0
Yer Fıstığı,Yer Fıstığı Kızartılmış 150 gr Simbat,Simbat,"050202-kuruyemiş, 05-kuruyemiş, 0502-kuruyemi̇ş",bim,Bağlarbaşıgaziosmanpaşa,26.5,2025-05-12 10:17,0
Yer Fıstığı,Kuruyemiş İşlenmiş Yer Fıstığı 150 gr Çerezya,Çerezya,"Fıstık, Kuruyemi̇şler, Kuruyemiş",a101,Çukurçeşme Gaziosmanpaşa Istanbul,26.5,2025-05-12 10:16,0
Yer Fıstığı,Carrefour Tuzlu Yer Fıstığı 150 Gr,Carrefour,"Kuru Gıdalar, Gıda, Kuruyemi̇şler, Kavrulmuş Kuruyemiş",carrefour,Istanbul Vıa Venezıa Süper,29.9,2025-05-12 10:16,0
Yer Fıstığı,Emsal Osmaniye Kabuklu Yer Fıstığı 250 gr,Osmaniye,"Kuruyemiş Tuzlu Atıştırmalık Ve Kahvaltılık, Fıstık, Çerez, Kuruyemi̇ş",migros,Bayrampaşa Pashador Mm Migros,32.5,2025-05-12 10:16,0
Yer Fıstığı,Migros Osmaniye İç Yer Fıstığı 200 gr,Osmaniye,"Pl Kuruyemi̇ş, Pl Kuruyemiş Tuzlu Atıştırmalık Ve Kahvaltılık, Pl Fıstık, Pl Çerez",migros,Avasköy Bayrampaşa M Migros,37.5,2025-05-12 10:16,0
Yer Fıstığı,Yer Fıstığı Tuzlu 200 Gr Simbat,Simbat,"050202-kuruyemiş, 05-kuruyemiş, 0502-kuruyemi̇ş",bim,Bağlarbaşıgaziosmanpaşa,37.5,2025-05-12 10:17,0
Yer Fıstığı,Tadım İşlenmiş Yer Fıstığı 180 gr,Tadım,"Kuru Gıdalar, Kuruyemiş Tuzlu Atıştırmalık Ve Kahvaltılık, Gıda, Kuruyemi̇şler, Fıstık, Kavrulmuş Kuruyemiş, Çerez, Kuruyemi̇ş",migros,Bayrampaşa Pashador Mm Migros,43.45,2025-05-12 10:16,0
Yer Fıstığı,Tadım İşlenmiş Yer Fıstığı 180 gr,Tadım,"Kuru Gıdalar, Kuruyemiş Tuzlu Atıştırmalık Ve Kahvaltılık, Gıda, Kuruyemi̇şler, Fıstık, Kavrulmuş Kuruyemiş, Çerez, Kuruyemi̇ş",carrefour,Istanbul Vıa Venezıa Süper,43.5,2025-05-12 10:16,0
Yer Fıstığı,Kuruyemiş Tuzlu Yer Fıstığı 180 gr Tadım,Tadım,"Fıstık, Kuruyemi̇şler, Kuruyemiş",a101,Çukurçeşme Gaziosmanpaşa Istanbul,45.95,2025-05-12 10:16,0
Yer Fıstığı,Emsal Osmaniye Yer Fıstığı 200 gr,Osmaniye,"Kuruyemiş Tuzlu Atıştırmalık Ve Kahvaltılık, Fıstık, Çerez, Kuruyemi̇ş",migros,Avasköy Bayrampaşa M Migros,48.95,2025-05-12 10:16,0
Yer Fıstığı,Kabuklu İthal Yer Fıstığı 500 gr Simbat,Simbat,"050202-kuruyemiş, 05-kuruyemiş, 0502-kuruyemi̇ş",bim,Bağlarbaşıgaziosmanpaşa,64.5,2025-05-12 10:16,0
Yer Fıstığı,Ekonomik Tuzlu Yer Fıstığı 500 gr Simbat,Simbat,"17-grup Spot, 1705-kuruyemi̇ş, 170505-kuruyemiş",bim,Bağlarbaşıgaziosmanpaşa,64.5,2025-05-12 10:16,0
Yer Fıstığı,Kabuklu Yer Fıstığı 500 gr Simbat,Simbat,"050202-kuruyemiş, 05-kuruyemiş, 0502-kuruyemi̇ş",bim,Bağlarbaşıgaziosmanpaşa,69.5,2025-05-12 10:17,0
Yer Fıstığı,Migros Yer fıstığı Ezmesi 350 gr,Migros,"Pl Kuruyemiş Tuzlu Atıştırmalık Ve Kahvaltılık, Pl Fıstık Ezmesı, Pl Krem Çi̇kolata Ve Ezmeler, Pl Kahvaltılıklar",migros,Avasköy Bayrampaşa M Migros,69.95,2025-05-12 10:16,0
Yer Fıstığı,Migros % 100 Yer Fıstığı Ezmesi 360 gr,Migros,"Pl Kuruyemiş Tuzlu Atıştırmalık Ve Kahvaltılık, Pl Fıstık Ezmesı, Pl Krem Çi̇kolata Ve Ezmeler, Pl Kahvaltılıklar",migros,Mjet Merkez Mh Gop Istanbul,79.95,2025-05-12 10:16,0
Yer Fıstığı,Edirneyöresel Meriç Kavr.kabuklu Yer Fıstığı 500 gr,Edirne Yöresel,"Kuruyemiş Tuzlu Atıştırmalık Ve Kahvaltılık, Gıda, Fıstık, Atıştırmalık, Çerez, Kuruyemi̇ş, Kuruyemi̇ş-kurutulmuş Meyve, Yer Fıstığı",migros,Avasköy Bayrampaşa M Migros,114.9,2025-05-12 10:16,0
Yer Fıstığı,Calve Sürülebilir Yer Fıstığı Ezmesi 350 gr,Calve,"Kuruyemiş Tuzlu Atıştırmalık Ve Kahvaltılık, Kuru Gıdalar, Gıda, Sürülebilirler, Fıstık Ezmesı, Kahvaltılıklar, Krem Çi̇kolata Ve Ezmeler",carrefour,Istanbul Vıa Venezıa Süper,126.25,2025-05-12 10:16,0
Yer Fıstığı,Jif Simply Yer Fıstığı Ezmesi 440 gr,Jif,"Kuruyemiş Tuzlu Atıştırmalık Ve Kahvaltılık, Fıstık Ezmesı, Kahvaltılıklar, Krem Çi̇kolata Ve Ezmeler",migros,Avasköy Bayrampaşa M Migros,295.9,2025-05-12 10:16,0
