,name,brand,categories,marketName,depotName,price,updateDate,mesafe_km
Buğday Unu,Söke Un 1 kg,Söke,"Kuru Gıdalar, Gıda, Unlar/irmikler, Unlar, Unlar/i̇rmi̇kler, Sade Unlar, Un, Buğday Unu, Un Çeşi̇tleri̇, Sıvı Yağ Makarna Un, Un Ve Unlu Mamuller",migros,Karadolap Istanbul M Migros,29.95,2025-05-12 10:16,0
Buğday Unu,Sinangil Un 1 kg,Sinangil,"Kuru Gıdalar, Gıda, Unlar/irmikler, Sade Unlar, Unlar/i̇rmi̇kler, Un, Un Çeşi̇tleri̇, Sıvı Yağ Makarna Un",migros,Avasköy Bayrampaşa M Migros,32.21,2025-05-12 10:16,0
Buğday Unu,Söke Un 1 kg,Söke,"Kuru Gıdalar, Gıda, Unlar/irmikler, Unlar, Unlar/i̇rmi̇kler, Sade Unlar, Un, Buğday Unu, Un Çeşi̇tleri̇, Sıvı Yağ Makarna Un, Un Ve Unlu Mamuller",carrefour,Istanbul Ramı Kışla Cad Mını,32.95,2025-05-12 10:16,0
Buğday Unu,Söke Un 1 kg,Söke,"Kuru Gıdalar, Gıda, Unlar/irmikler, Unlar, Unlar/i̇rmi̇kler, Sade Unlar, Un, Buğday Unu, Un Çeşi̇tleri̇, Sıvı Yağ Makarna Un, Un Ve Unlu Mamuller",a101,Çukurçeşme Gaziosmanpaşa Istanbul,37.5,2025-05-12 10:16,0
Buğday Unu,Eriş Un 1 kg,Eriş,"Sade Unlar, Un, Un Çeşi̇tleri̇, Sıvı Yağ Makarna Un",migros,Bayrampaşa Pashador Mm Migros,37.95,2025-05-12 10:16,0
Buğday Unu,Panpan Un 1 kg,Panpan,"Sade Unlar, Un, Un Çeşi̇tleri̇, Sıvı Yağ Makarna Un",migros,Avasköy Bayrampaşa M Migros,38.95,2025-05-12 10:16,0
Buğday Unu,Migros Un 2 kg,Migros,"Pl Un, Pl Sıvı Yağ Makarna Un, Pl Sade Unlar, Pl Un Çeşi̇tleri̇",migros,Avasköy Bayrampaşa M Migros,42.25,2025-05-12 10:16,0
Buğday Unu,Piyale Un 2 kg,Piyale,"Unlar/irmikler, Unlar, Unlar/i̇rmi̇kler, Sade Unlar",sok,Gop Kızılay,42.5,2025-05-12 10:16,0
Buğday Unu,Sinangil Un 1 kg,Sinangil,"Kuru Gıdalar, Gıda, Unlar/irmikler, Sade Unlar, Unlar/i̇rmi̇kler, Un, Un Çeşi̇tleri̇, Sıvı Yağ Makarna Un",carrefour,Istanbul Esenler Esprı Süper,42.95,2025-05-12 10:16,0
Buğday Unu,Söke Un 2 kg,Söke,"Kuru Gıdalar, Un Ve Bakliyatlar, Gıda, Unlar/irmikler, Buğday Un, Unlar, Unlar/i̇rmi̇kler, Sade Unlar, Buğday Unu, Un, Un Çeşi̇tleri̇, Sıvı Yağ Makarna Un",hakmar,Selamlıüsküdar,64.5,2025-05-12 10:16,0
Buğday Unu,Eriş Un 2 kg,Eriş,"Sade Unlar, Un, Un Çeşi̇tleri̇, Sıvı Yağ Makarna Un",migros,Bayrampaşa Pashador Mm Migros,66.95,2025-05-12 10:16,0
Buğday Unu,Panpan Un 2 kg,Panpan,"Sade Unlar, Un, Un Çeşi̇tleri̇, Sıvı Yağ Makarna Un",migros,Avasköy Bayrampaşa M Migros,67.95,2025-05-12 10:16,0
Buğday Unu,Söke Un 2 kg,Söke,"Kuru Gıdalar, Un Ve Bakliyatlar, Gıda, Unlar/irmikler, Buğday Un, Unlar, Unlar/i̇rmi̇kler, Sade Unlar, Buğday Unu, Un, Un Çeşi̇tleri̇, Sıvı Yağ Makarna Un",carrefour,Istanbul Bayrampaşa Forum Hıpe,79.95,2025-05-12 10:16,0
Buğday Unu,Söke Un 2 kg,Söke,"Kuru Gıdalar, Un Ve Bakliyatlar, Gıda, Unlar/irmikler, Buğday Un, Unlar, Unlar/i̇rmi̇kler, Sade Unlar, Buğday Unu, Un, Un Çeşi̇tleri̇, Sıvı Yağ Makarna Un",migros,Mjet Merkez Mh Gop Istanbul,79.95,2025-05-12 10:16,0
Buğday Unu,Migros Un 5 kg,Migros,"Pl Un, Pl Sıvı Yağ Makarna Un, Pl Sade Unlar, Pl Un Çeşi̇tleri̇",migros,Avasköy Bayrampaşa M Migros,94.25,2025-05-12 10:16,0
Buğday Unu,Piyale Un 5 kg,Piyale,"Unlar/irmikler, Unlar, Unlar/i̇rmi̇kler, Sade Unlar",sok,Gop Kızılay,94.5,2025-05-12 10:16,0
Buğday Unu,Söke Un 5 kg,Söke,"Kuru Gıdalar, Gıda, Unlar/irmikler, Unlar/i̇rmi̇kler, Sade Unlar, Un, Un Çeşi̇tleri̇, Sıvı Yağ Makarna Un",carrefour,Istanbul Esenler Esprı Süper,119.9,2025-05-12 10:16,0
Buğday Unu,Sinangil Un 5 kg,Sinangil,"Kuru Gıdalar, Gıda, Unlar/irmikler, Unlar/i̇rmi̇kler, Sade Unlar, Un, Un Çeşi̇tleri̇, Sıvı Yağ Makarna Un",migros,Avasköy Bayrampaşa M Migros,130.46,2025-05-12 10:16,0
Buğday Unu,Panpan Un 5 kg,Panpan,"Sade Unlar, Un, Un Çeşi̇tleri̇, Sıvı Yağ Makarna Un",migros,Karadolap Istanbul M Migros,149.95,2025-05-12 10:16,0
Buğday Unu,Söke Un 5 kg,Söke,"Kuru Gıdalar, Gıda, Unlar/irmikler, Unlar/i̇rmi̇kler, Sade Unlar, Un, Un Çeşi̇tleri̇, Sıvı Yağ Makarna Un",migros,Avasköy Bayrampaşa M Migros,173.95,2025-05-12 10:16,0
Buğday Unu,Sinangil Un 5 kg,Sinangil,"Kuru Gıdalar, Gıda, Unlar/irmikler, Unlar/i̇rmi̇kler, Sade Unlar, Un, Un Çeşi̇tleri̇, Sıvı Yağ Makarna Un",carrefour,Istanbul Bayrampaşa Forum Hıpe,173.95,2025-05-12 10:16,0
Buğday Unu,Tam Buğday Un 1 kg Sinangil,Sinangil,"1704-bakli̇yat Ve Unlu Mamuller, 17-grup Spot, 170424-diğer Unlar",bim,Bağlarbaşıgaziosmanpaşa,19.0,2025-05-12 10:16,0
