,Şok,Carrefour,Migros,Mopaş,Bim,Hakmar,A101,Onur Market,Tarım Kredi
2025-02-06,1.0009668685615998,1.0098258951110552,1.004663157147049,1.0001222786636212,1.0,0.9999999999999998,1.0,1.0000000000000002,1.0
2025-02-07,1.0030488436385672,1.0010837685838863,0.9955648473768703,0.9975627624928635,1.0,0.9999999999999998,1.0,1.0000000000000002,1.0
2025-02-08,0.9911652121418614,1.0015123729751554,0.998489873030896,0.9988372997728336,1.0,0.9999999999999998,1.0,1.0000000000000002,1.0
2025-02-09,0.9999999999999998,1.0001080910590245,1.0000324223473087,1.0000757117830477,1.0,0.9999999999999998,1.0,1.0000000000000002,1.0
2025-02-10,0.9999999999999998,0.9999046166808776,1.0005428447431903,0.9999337543027991,1.0,0.9999999999999998,1.0,1.0000000000000002,1.0
2025-02-11,1.0001657248469653,1.0069990277723246,1.0016094657434738,0.9994816553348219,1.0,0.9999999999999998,1.0,1.0000000000000002,1.0
2025-02-12,1.011231766859544,1.0007578325571074,1.0098198367735391,0.9964320974898522,1.0,0.9999999999999998,1.0,1.0000000000000002,1.0
2025-02-13,0.9999999999999998,0.9991016283586851,1.0037319762093861,0.9999087880608605,1.0,0.9999999999999998,1.0,1.0000000000000002,1.0
2025-02-14,1.0000956456557004,1.000185790731714,0.9981352168441571,1.0011609117252933,1.0,0.9999999999999998,1.0,1.0000000000000002,1.0
2025-02-15,0.9953187826149228,1.0026587653454722,0.9988488500060747,1.007030252290669,1.0,0.9999999999999998,1.0,1.0000000000000002,1.0
2025-02-16,0.9999999999999998,0.9990471296060482,1.0010007802504617,0.9991721680906713,1.0,0.9999999999999998,1.0,1.0000000000000002,1.0
2025-02-19,1.0070507675753229,1.0079629140573492,1.014620320297288,1.0131019468073474,1.0,0.9999999999999998,1.0,1.0000000000000002,1.0
2025-02-20,0.9999654953443637,0.9986980077305677,1.001834894007469,1.007851017895947,1.0,0.9999999999999998,1.0,1.0009702816019113,1.0
2025-02-21,0.9985937832198788,1.004008808329197,0.9979375470688558,1.0224070678856425,1.0,0.9999999999999998,1.0,1.0008090423195402,1.0
2025-02-22,1.0002152939781468,0.9996165369801762,1.0021624090493246,0.9905883882907489,1.0,0.9999999999999998,1.0,0.9998957898196886,1.0
2025-02-23,0.9999999999999998,1.004696388859382,0.9998375073033078,0.9999561917024066,1.0,0.9999999999999998,1.0,1.0000000000000002,1.0
2025-02-24,0.9999999999999998,1.003894608621158,0.9968499263307812,0.9999741725421585,1.0,0.9999999999999998,1.0,1.0000000000000002,1.0
2025-02-25,1.0001711022547888,1.0074140534167701,1.000935238055546,1.002413387607895,1.0,0.9999999999999998,1.0,1.0000569624202609,1.0
2025-02-26,1.0049398584372584,1.0013365203691849,1.0049452123910687,0.9927283722287797,1.0,0.9999999999999998,1.0,1.0000000000000002,1.0
2025-02-27,0.9994518292276288,1.0003347762477135,0.9982976425679742,1.0092658448912992,1.0,0.9999999999999998,1.0,1.0000000000000002,1.0
2025-02-28,0.9994786253051804,1.0032617753159634,1.0022174459072228,0.993155463210959,1.0,0.9999999999999998,1.0,1.0000000000000002,1.0
2025-03-01,1.0109707489085398,1.002346653770331,1.003863004195418,1.000003256055077,1.0,0.9999999999999998,1.0,1.0000000000000002,1.0
2025-03-02,0.9983159152367425,1.0004899141430807,0.9987230827113931,1.0038015934822802,1.0,0.9999999999999998,1.0,1.0000000000000002,1.0
2025-03-03,1.0016464960779103,1.0013246759572492,0.9989003319703502,1.000374515394141,1.0,0.9999999999999998,1.0,1.0000000000000002,1.0
2025-03-04,1.0011556774528976,0.9997333933992405,1.0044243947677645,1.0113715902706348,1.0,0.9999999999999998,1.0,0.9988094528412113,1.0
2025-03-05,0.9924214974230414,1.0126300990024908,1.0065405502063502,0.995514287367931,1.0,0.9999999999999998,1.0,1.0004602046003765,1.0
2025-03-06,1.0018471344607236,1.0012116846183938,1.0051251925712068,1.0115266670435092,1.0,0.9999999999999998,1.0,1.0000000000000002,1.0
2025-03-07,1.0010203011765142,1.0015787492173478,0.9980237277837448,1.000472245993187,1.0,0.9999999999999998,1.0,1.0000000000000002,1.0
2025-03-08,1.0013760094255026,1.0036047020971557,1.0020624187347666,1.001120484647992,1.0,0.9999999999999998,1.0,1.0000000000000002,1.0
2025-03-09,1.0001049294057054,0.9998211993183803,0.999638382174676,0.9994633477329238,1.0,0.9999999999999998,1.0,1.0000000000000002,1.0
2025-03-10,0.9981019691828741,1.001070493592552,0.9972900517610602,0.9999724357831521,1.0,0.9999999999999998,1.0,1.0000000000000002,1.0
2025-03-11,0.9995976340001073,0.999787438115122,1.0025627526001453,1.01622752805019,1.0,0.9999999999999998,1.0,1.0000593038931438,1.0
2025-03-12,1.0009967593441331,0.9994470475430699,1.0110295964541405,1.0009683781264114,1.0,0.9999999999999998,1.0,1.000923561335717,1.0
2025-03-13,0.9999335970467114,1.0001463202893413,1.0010147349821135,1.0003855417518708,1.0,0.9999999999999998,1.0,1.0000000000000002,1.0
2025-03-14,1.000362168079331,1.000019016459,0.9983466535090878,0.9980001991148322,1.0,0.9999999999999998,1.0,1.0000000000000002,1.0
2025-03-15,0.9988779784156813,0.997461280088512,0.9995806503438649,1.0000920518841176,1.0,0.9999999999999998,1.0,1.0000000000000002,1.0
2025-03-16,1.0010967009936922,1.0011764083347783,0.999327473330871,1.0,1.0,0.9999999999999998,1.0,1.0000000000000002,1.0
2025-03-17,0.9999375749978439,1.0007055012933548,0.9989083748284696,0.9988066011134775,1.0,0.9999999999999998,1.0,1.0000000000000002,1.0
2025-03-18,1.000317909328306,1.0038203039962033,1.0009737103521075,1.003737943722732,1.0,0.9999999999999998,1.0,1.0000000000000002,1.0
2025-03-19,0.9997689764978023,0.997123821275524,1.0059429626661736,0.9983833799907319,1.0,0.9999999999999998,1.0,1.0000000000000002,1.0
2025-03-20,1.0001209487719307,1.001390233644045,0.9986700100482839,1.0068184888481797,1.0,0.9999999999999998,1.0,1.0000000000000002,1.0
2025-03-21,0.9990284472263158,1.001747436661171,0.9975736316940689,0.9991222184198494,1.0,0.9999999999999998,1.0,1.0000000000000002,1.0
2025-03-22,1.0009796298546791,0.9994924500843791,0.9989636944738302,0.9820509355333852,1.0,0.9999999999999998,1.0,0.9990301613640258,1.0
2025-03-23,0.9998875595318331,0.999919354764343,0.9998924823413995,1.0,1.0,0.9999999999999998,1.0,1.0000000000000002,1.0
2025-03-24,1.003243774412455,1.0042054978880062,1.003942273991655,1.0000010033440936,1.0,0.9999999999999998,1.0,1.0000000000000002,1.0
2025-03-25,0.999790927643323,1.0037356699567601,1.0012384658333744,0.9998724397727702,1.0,0.9999999999999998,1.0,1.0000000000000002,1.0
2025-03-26,0.9980760300944261,1.001433002231701,1.0038225549579005,0.9909705436004599,1.0,0.9999999999999998,1.0,1.0000000000000002,1.0
2025-03-27,0.9999999999999998,0.9996100301356451,1.0014860769432534,1.0,1.0,0.9999999999999998,1.0,1.0000000000000002,1.0
2025-03-28,1.0002874961193453,1.0001087661290982,1.0015405823108645,1.0168237638002164,1.0,0.9999999999999998,1.0,1.0000000000000002,1.0
2025-03-29,1.0000663484630892,0.9991610075207213,1.0018339943415338,1.0022782343841372,1.0,0.9999999999999998,1.0,1.0000000000000002,1.0
2025-03-30,0.9999999999999998,0.9999999999999998,1.0000000000000002,1.0,1.0,0.9999999999999998,1.0,1.0000000000000002,1.0
2025-03-31,0.9999999999999998,0.9999999999999998,1.0000000000000002,1.0,1.0,0.9999999999999998,1.0,1.0000000000000002,1.0
2025-04-01,1.000179728657242,1.000523996826038,1.001628972811922,0.996846957747077,1.0,0.9999999999999998,1.0,1.0002658442353571,1.0
2025-04-02,0.9995784761135739,1.0006268474364586,1.0022779948015557,1.0,1.0,0.9999999999999998,1.0,1.0000000000000002,1.0
2025-04-03,1.0005287897849906,0.9998915161230019,0.997527328900716,1.014523603581543,1.0,0.9999999999999998,1.0,1.0009715184040469,1.0
2025-04-04,0.9996916836022849,1.000363847704299,0.9928563041309088,1.0,1.0,0.9999999999999998,1.0,1.0000000000000002,1.0
2025-04-05,0.9973981720323403,1.0008885724837475,0.9996433676516214,1.0006362551709416,1.0,0.9999999999999998,1.0,1.0000000000000002,1.0
2025-04-06,0.9994694416260346,1.0035590759962651,0.9995457836278625,1.0006795617468116,1.0,0.9999999999999998,1.0,1.0000000000000002,1.0
2025-04-07,1.0020513153543804,0.9998750858621135,0.9992881075426283,1.0,1.0,0.9999999999999998,1.0,1.0000000000000002,1.0
2025-04-08,0.9983356514456969,1.0006856423872872,1.0010288742542677,1.0006864065347372,1.0,0.9999999999999998,1.0,1.0000000000000002,1.0
2025-04-09,1.022719019082746,0.993779976149066,1.0059604752373057,1.0060426684104153,1.0,0.9999999999999998,1.0,1.0000000000000002,1.0
2025-04-10,1.0026328169482808,0.9978364527835275,1.0044057416465315,1.0014344901435146,1.0,0.9999999999999998,1.0,1.00021228905956,1.0
2025-04-11,0.9974277080431744,0.9985387826005034,0.9964282427285899,1.0008125282368683,1.0,0.9999999999999998,1.0,1.0000000000000002,1.0
2025-04-12,0.9974049031561523,0.9996354529072224,0.9985551671214091,1.0019275646312553,1.0,0.9999999999999998,1.0,0.999509115092932,1.0
2025-04-13,1.0013651918959499,1.0024679037845043,1.0003352891550592,0.9972080190000358,1.0,0.9999999999999998,1.0,1.0006136061338353,1.0
2025-04-14,0.9992519842196025,1.0000848172445604,0.998581654483812,0.9957664040550834,1.0,0.9999999999999998,1.0,1.0000000000000002,1.0
2025-04-15,1.0005645708870647,1.0032370735788645,1.0028573639300762,1.0063836555635337,1.0,0.9999999999999998,1.0,1.0000000000000002,1.0
2025-04-16,1.0023461124345996,0.9991570191828796,1.0042568563226086,1.0000218774833745,1.0,0.9999999999999998,1.0,1.0000000000000002,1.0
2025-04-17,0.9990904416328371,1.0012731791895537,1.0030547051859595,0.9960031808344911,1.0,0.9999999999999998,1.0,1.0000000000000002,1.0
2025-04-18,1.0080914663471587,1.0017919178195875,0.9906237180468132,0.9983726031343267,1.0,0.9999999999999998,1.0,1.0000000000000002,1.0
2025-04-19,0.9970884378458362,0.9957180167031052,0.998010263968311,0.9933593024924315,1.0,0.9999999999999998,1.0,0.9996739296117805,1.0
2025-04-20,0.9968174124243305,0.9971346005441408,0.9989197622249589,0.9963918705283122,1.0,0.9999999999999998,1.0,1.0000000000000002,1.0
2025-04-21,0.9977594261565879,1.0075163502074802,0.9999312917693304,1.000000038655243,1.0,0.9999999999999998,1.0,1.0000000000000002,1.0
2025-04-22,1.0158305806593904,1.0002721950406939,1.0040262022951798,0.9998743991183009,1.0,0.9999999999999998,1.0,0.9997241469017456,1.0
2025-04-23,1.0002618805864005,0.9989301131893991,1.003495173063945,0.9860983511210798,1.0,0.9999999999999998,1.0,1.0000000000000002,1.0
2025-04-24,0.997086297274774,1.0012783568100325,0.9998371567749009,1.0070876172406569,1.0,0.9999999999999998,1.0,1.0000000000000002,1.0
2025-04-25,0.992195220746654,1.0012953696026923,0.9939891281783736,1.01183587798145,1.0,0.9999999999999998,1.0,0.9995056765809888,1.0
2025-04-26,1.0099777793967726,1.0014046820203368,0.9997352605033322,0.9984137105350682,1.0,0.9999999999999998,1.0,1.0007695883088037,1.0
2025-04-27,0.9910726604259893,1.0000478277182239,1.0003455931421887,0.9946010232733706,1.0,0.9999999999999998,1.0,0.9998988206415974,1.0
2025-04-28,0.9999211952236118,0.998998861611449,0.9990481709337206,0.9999755745529119,1.0,0.9999999999999998,1.0,1.0006549034228442,1.0
2025-04-29,1.0003085249563273,1.000433757107102,1.0014589037446535,0.9905502406364434,1.0,0.9999999999999998,1.0,0.9985141972982919,1.0
2025-04-30,1.0093261493419525,0.9987193476254772,1.001715415290974,1.0053733101534545,1.0,0.9999999999999998,1.0,0.9930800291502255,1.0
2025-05-01,0.9897167138673728,0.9928276798618745,0.9931514248668335,0.9971584508042123,1.0,0.9999999999999998,1.0,1.0082483361478285,1.0
2025-05-02,0.9959432377733928,1.000344149706758,0.9953676703398584,1.000458467682138,1.0,0.9999999999999998,1.0,0.9995586668623141,1.0
2025-05-03,1.0000027739947666,1.002942680361182,1.0055675903050931,1.0159646943785061,1.0,1.0060485431592099,0.988960746906074,0.9987706513825826,0.9957405833256717
2025-05-04,0.9994681045439782,0.9996050021883996,1.0000000000000002,0.9999483420274091,1.0169812279477297,1.0007958364456835,1.002198379351881,0.9999633754792862,1.0
2025-05-05,1.0016383603641164,1.0005501231475953,0.9950423079612282,0.9998083353859125,1.0019140690901192,0.9999999999999998,1.0,1.0056022096599264,1.0
2025-05-06,1.013629126994414,0.9875812854991318,1.0079736051855115,1.0014739669842074,0.9989536967927202,0.9862208862905077,1.0241679100861574,1.0001117778006263,1.009737317919276
2025-05-07,0.9933563014599638,1.0044870723506116,0.9999957703192648,0.9660608103953278,0.9974139588944688,1.0127320721776367,1.0,0.9978705747698693,0.9998754658094916
2025-05-08,1.0088989126475933,1.0004612584922157,1.0022015592245925,1.0172986360161786,1.0011727989130808,0.9930253806565992,0.9739799650326485,0.9997678023329676,1.0016854521504324
2025-05-09,0.9858978967385095,1.0003340669918197,0.9969234559141029,0.9998990228044405,0.9879997242237915,1.0058207565678958,1.0,0.9944498559211833,0.9989570289559105
2025-05-10,0.9994842723389223,0.9971377631324997,0.995285863262697,0.9918368997603201,1.0009812270529854,0.9932120979967518,1.0033024673780688,1.0001949825317322,0.9898509077436818
2025-05-11,0.9999788524396749,0.9998939943875369,0.9978283402142728,0.9932620150218856,1.006078313800781,0.9999999999999998,1.0,1.000025274574252,1.0
2025-05-12,1.0008779928222657,1.001569548483336,0.9985815330602542,1.0,1.002849869270721,0.9999999999999998,1.0,1.0063073617534677,1.0013467300191028
2025-05-13,1.0024113936128618,0.9922592504665072,1.003961040915513,0.9985237760178814,1.0219665495804078,0.9994719038723702,1.0171454457984612,0.9965689482849981,1.002459494354154
2025-05-14,0.9904321208605961,1.0022549408267083,1.0228154322094276,0.9822599750734705,1.006888227683573,1.0065103000714037,1.0,1.0009061484782955,1.0063067731558855
2025-05-15,1.0101801429513406,1.002133631802893,0.9922629088272069,1.0171666326029882,1.0,1.0016069734265804,0.9822910321401533,0.9967018120057363,1.0002536946665195
2025-05-16,1.0011921299197155,0.9969433655949212,0.9928209911955499,0.9875967307741861,0.9916633138103947,0.9957288095646114,1.0007843057791161,0.9962316592928142,0.9997349133069019
2025-05-17,1.0011595102404598,0.9988227463016123,0.9998420340937576,0.9947264083537728,1.0000345895938427,0.9955466641937544,1.0,1.0083308968626914,0.9971676435258308
2025-05-18,0.9979704656108341,0.9959271751432501,0.9999897129893394,1.000247217011532,1.00938843669611,0.9985167231910997,0.997041969126126,1.0000207402187886,0.9922747046012871
2025-05-19,1.008254355039836,1.0017385637826677,0.9953862827474624,1.0039089197939701,0.9960662516828149,1.0005463133651158,1.000268854443445,1.0010241064441723,0.9986736368548627
2025-05-20,1.0074674651255502,0.9985316011804677,1.0071182625982744,1.000024401075896,1.0092437568548247,1.0036774453102808,1.0097464067899262,1.0055655571395978,1.0022983082888697
2025-05-21,1.0002261046222936,1.0037339468906563,1.0004485119970423,0.9895978114091971,0.9926079902731353,0.9817403515340173,0.9990604525579466,0.9953900314496348,1.0168837486794033
2025-05-22,1.006274757539698,0.9959866945923854,0.9969488868342684,1.0127421674174357,1.0081334476341908,1.017505236884242,0.991052915152954,1.0082314513653343,0.994560892448441
2025-05-23,0.9941831755380094,0.9998573807004019,0.9959504022452269,0.9857805651383734,0.9734021032622032,0.9975189752428153,0.9953210488704346,0.9918708271176048,0.9930122461652391
2025-05-24,0.9945228438094281,1.00091991825012,1.0066990001200602,0.9961771191807298,1.009625048851442,0.9991786276721697,0.9938185500808666,0.9997937205778374,0.991873716830146
2025-05-25,1.0005232634043184,0.9995026008347656,1.0003516507459358,1.002996971343409,0.9999668745040371,0.9999999999999998,1.0003435511305316,1.0000000000000002,0.9990345519572041
2025-05-26,1.0002194960989566,1.0006802661749936,0.9970895347535018,1.0,0.9961337433047772,0.9999999999999998,1.0000704108403948,1.024885768631742,1.0057617819249574
2025-05-27,1.007399850706899,0.9958783374532508,1.00413148653218,1.0299899205272747,1.0311106271258796,0.9979706099941702,1.0114819092231577,0.9989800946848449,1.0069577223381763
2025-05-28,0.9983684560836027,1.001663894039147,1.0057961197131597,0.9807692114579889,0.9932875775229895,0.9998153975053105,0.9957852248399351,0.9951164853195391,0.9950459257145701
2025-05-29,0.998145943747537,0.999301817552816,1.0005524358061268,1.0070509607318245,1.0098498823885214,1.0001828226566223,0.9977951912726378,0.9961485187290092,0.9983855202143702
2025-05-30,0.9957847673600836,0.9982219109966276,0.993090135817133,0.978910250059429,0.9780522639343598,0.9841712204659411,0.9958506391456258,1.0002797110998922,1.001882112387005
2025-05-31,0.996127704228121,1.0003593969593285,0.9967515850008115,0.9911233520182658,1.0000624393113686,1.0091565700724316,0.9987481914294182,0.9994235795429794,0.9930705285302479
2025-06-01,1.002676749315936,1.0003735597777357,1.003226151388457,1.0022853497378719,0.9914658205954807,0.9999999999999998,0.9848835815267515,1.0041588650539182,1.001738909119307
2025-06-02,1.0041113264421013,1.0039515096145408,0.992522458795296,0.9998062618169948,1.0087267366687416,1.0026655830518119,1.0222305876695361,1.0069892713804847,1.0018013225222178
2025-06-03,1.0042857799256881,0.9971624885936197,0.9969532091504795,1.0016940106826075,0.9975243576522597,0.9987630151483265,1.0,1.0028847226636006,0.9999273984810717
2025-06-04,0.9941684290674427,1.001172775283636,1.0011238479444897,0.9932004119744517,1.0000270448171547,1.0027280818881972,1.000089347570738,0.9979855668314453,0.9996316251885631
2025-06-05,0.9999207399517023,0.995948257831872,0.9995671031393105,1.0057497786273808,1.0000233989527996,0.9975792100551819,0.9994816225510744,0.9941780482661838,1.000376608772898
2025-06-06,0.9999802540272004,1.0011330643667213,0.9990664272142455,1.0163204194629925,1.0006776222471114,1.0000401300590889,1.0,1.0000107370576354,1.0000337142313676
2025-06-07,1.0001194497474306,0.9983758376837975,0.9999861660393381,0.9999724357831521,1.000004011443615,0.9999999999999998,1.0000940986407836,0.9986077335926221,0.999934446413881
2025-06-08,0.9999999999999998,1.0017619062780214,1.0000513788459164,1.000029076881924,0.9994791331089468,0.9999999999999998,0.9995203813329131,1.0000000000000002,1.0
2025-06-09,1.0000789485019186,0.9996504580050221,1.0000242760809555,0.9999724357831521,1.000205919652308,0.9999999999999998,1.0008391418905918,1.0000000000000002,0.9999487554158152
2025-06-10,1.006199716651456,1.0006103196546325,1.0019241840837725,1.0,1.000204022288961,0.9999999999999998,1.0,1.019412947378323,1.000180174175879
2025-06-11,0.9990927186806438,0.998793726880203,0.9970016425181845,1.0102440163674657,0.9999049324115745,0.9989688244149212,1.0000396420705837,1.0015628862726649,0.9999463220314089
2025-06-12,0.999904206504201,1.0011440671584195,1.0017080558271565,0.9996980425478172,1.0,0.9999999999999998,1.0,1.0092838421891965,1.0
2025-06-13,0.9995107863556447,1.0040016302485606,0.9939168438184637,1.0013807603944613,1.0,0.9999999999999998,1.0,1.000874567708847,1.0
2025-06-14,1.0000305375474061,0.9996112003288394,1.0016103035208903,0.9979101001431788,0.9995345215923939,1.0040159734341636,0.9995865700278491,0.9983268587234406,0.9995003565209443
2025-06-15,0.9999999999999998,0.9999164917187053,1.0001784913989231,1.0012180723563016,1.0001433551397385,0.9999999999999998,1.0,1.0020321348111967,1.0
2025-06-16,0.9999753064346921,1.0015740132708797,0.9999067109615,1.000152287844489,0.999673884197388,0.9970844985374551,0.9998322173312778,0.9938056205579368,0.9994436116399752
2025-06-17,1.0003316353972231,1.0024282669614941,1.0010025990443139,1.0151254892938433,1.000552562006589,0.9922047988403292,1.0003653209799466,1.0021548851819624,1.000715319419735
2025-06-18,1.0006231952424254,0.9981317932408579,1.0020102616565485,0.9789254512947652,1.0,0.9999999999999998,1.0,0.9887156255891857,1.0
2025-06-19,1.0013330897162116,0.9999077032758291,1.0004281466140073,1.018664479121179,0.9947633757220402,1.0155698647716784,1.0165801981038132,1.0017694738132423,1.0003676589319876
2025-06-20,0.9962234955969351,1.0,0.994009130855648,0.99834181863183,0.9804108819893487,0.9992717072530557,0.9918306616159249,0.9965741528429052,1.0005792876898258
2025-06-21,0.9986525937413366,0.9993321680746525,0.9991289174691423,0.992977243102809,1.0010395755080608,0.9994834781574006,0.9998088918160908,1.003550778380311,0.9943781587856093
2025-06-22,0.997670912117155,1.000697455905778,1.0000580816558842,1.0004588720392227,1.0,0.9954881241928201,0.9856956432892725,1.0000758632490345,0.9817242363779702
2025-06-23,1.0005551358208171,1.002526484200096,0.9924671644987187,1.001153310300698,0.9997594759850177,0.9999999999999998,0.9998531620592601,1.0132438416869967,1.0032683057197824
2025-06-24,0.9969196021792686,1.0002219771523961,1.0021574372385726,1.007074913013749,1.0157880029257165,1.0139578687133448,1.0346000481210695,1.0003784862705458,1.0095728097452568
2025-06-25,0.9899064060203618,1.0027429915180832,1.0103021616004388,0.9742931237967947,1.0060832569696936,0.9991514169221423,1.0001543729246876,0.9874773157909283,1.0029913937371577
2025-06-26,0.998272705737207,0.9997203326023727,1.0019997828373317,1.0336787175917295,1.0076545372008865,1.0016647858117156,1.001214978743971,1.006705596521258,1.003282553168086
2025-06-27,0.9972576933489469,0.9983364360740562,0.9992664266203343,1.0008301754739048,0.975772291431872,0.9936175282268248,0.9758287281225629,1.0005872025826612,0.9988094174725483
2025-06-28,1.0051296871060011,0.9994079906905607,0.9895249785063639,0.9978885697855959,0.9934651748653578,0.9984504344722022,0.9960798951170966,0.999506892358957,0.9983018988886238
2025-06-29,1.0002541811714913,0.999912751661711,0.9984952247699365,0.9994394850866882,1.004994490298232,0.9986942722257394,0.9979110492930785,1.0000836174202261,1.0
2025-06-30,0.9994980478573053,1.0007109968340466,0.9986999857486204,1.000017990613347,1.0044851953274188,0.9999999999999998,1.038810950323419,1.0130102801175933,1.0013350648624602
