Ürün,Ağırlık,Ana Grup,Endeks_2024-12-31,Endeks_2025-01-06,Endeks_2025-01-07,Endeks_2025-01-09,Endeks_2025-01-10,Endeks_2025-01-11,Endeks_2025-01-12,Endeks_2025-01-13,Endeks_2025-01-14,Endeks_2025-01-15,Endeks_2025-01-16,Endeks_2025-01-17,Endeks_2025-01-18,Endeks_2025-01-19,Endeks_2025-01-20,Endeks_2025-01-21,Endeks_2025-01-22,Endeks_2025-01-23,Endeks_2025-01-24,Endeks_2025-01-25,Endeks_2025-01-26,Endeks_2025-01-27,Endeks_2025-01-28,Endeks_2025-01-29,Endeks_2025-01-30,Endeks_2025-01-31,Endeks_2025-02-01,Endeks_2025-02-02,Endeks_2025-02-03,Endeks_2025-02-04,Endeks_2025-02-05,Endeks_2025-02-06,Endeks_2025-02-07,Endeks_2025-02-08,Endeks_2025-02-09,Endeks_2025-02-10,Endeks_2025-02-11,Endeks_2025-02-12,Endeks_2025-02-13,Endeks_2025-02-14,Endeks_2025-02-15,Endeks_2025-02-16,Endeks_2025-02-17,Endeks_2025-02-18,Endeks_2025-02-19,Endeks_2025-02-20,Endeks_2025-02-21,Endeks_2025-02-22,Endeks_2025-02-23,Endeks_2025-02-24,Endeks_2025-02-25,Endeks_2025-02-26,Endeks_2025-02-27,Endeks_2025-02-28,Endeks_2025-03-01,Endeks_2025-03-02,Endeks_2025-03-03,Endeks_2025-03-04,Endeks_2025-03-05,Endeks_2025-03-06,Endeks_2025-03-07,Endeks_2025-03-08,Endeks_2025-03-09,Endeks_2025-03-10,Endeks_2025-03-11,Endeks_2025-03-12,Endeks_2025-03-13,Endeks_2025-03-14,Endeks_2025-03-15,Endeks_2025-03-16,Endeks_2025-03-17,Endeks_2025-03-18,Endeks_2025-03-19,Endeks_2025-03-20,Endeks_2025-03-21,Endeks_2025-03-22,Endeks_2025-03-23,Endeks_2025-03-24,Endeks_2025-03-25,Endeks_2025-03-26,Endeks_2025-03-27,Endeks_2025-03-28,Endeks_2025-03-29,Endeks_2025-03-30,Endeks_2025-03-31,Endeks_2025-04-01,Endeks_2025-04-02,Endeks_2025-04-03,Endeks_2025-04-04,Endeks_2025-04-05,Endeks_2025-04-06,Endeks_2025-04-07,Endeks_2025-04-08,Endeks_2025-04-09,Endeks_2025-04-10,Endeks_2025-04-11,Endeks_2025-04-12,Endeks_2025-04-13,Endeks_2025-04-14,Endeks_2025-04-15,Endeks_2025-04-16,Endeks_2025-04-17,Endeks_2025-04-18,Endeks_2025-04-19,Endeks_2025-04-20,Endeks_2025-04-21,Endeks_2025-04-22,Endeks_2025-04-23,Endeks_2025-04-24,Endeks_2025-04-25,Endeks_2025-04-26,Endeks_2025-04-27,Endeks_2025-04-28,Endeks_2025-04-29,Endeks_2025-04-30,Endeks_2025-05-01,Endeks_2025-05-02,Endeks_2025-05-03
Beyaz Lahana,0.0005770178875136635,Gıda ve alkolsüz içecekler,100.0,98.39315384993206,98.39315384993206,111.91093747824732,111.91093747824732,111.91093747824732,111.91093747824732,114.34378394516582,114.34378394516582,113.20034610571408,116.14827178555043,110.66957972019426,110.66957972019426,110.66957972019426,110.66957972019426,108.01431991654933,108.01431991654933,108.01431991654933,108.01431991654933,108.01431991654933,108.01431991654933,108.01431991654933,108.01431991654933,111.02028429270561,111.02028429270561,101.75314870900726,101.75314870900726,101.75314870900726,101.75314870900726,101.75251878727343,111.95327255040863,111.95327255040863,111.95327255040863,111.50265562153842,111.50265562153842,115.17050613540476,115.17050613540476,117.73566740842061,117.73566740842061,117.73566740842061,117.73566740842061,117.73566740842061,117.73566740842061,114.05642780190746,118.18832685283924,118.18832685283924,105.13841366337495,105.06168299053739,105.11604336895847,105.14276310991953,105.36333641642305,123.1840523822167,123.1516392259046,123.14369265259803,123.30607366419156,123.338322276426,123.36300975972271,123.4964153577051,127.08826758916032,127.24390685275091,113.1007770413221,113.17107035659492,113.17113523940934,113.14813615769448,113.32525255780037,126.66478392127712,126.69799898728986,126.62957080902981,126.59482524364442,126.6113494833365,126.56567588360188,126.71601265772753,126.78306733439551,126.76815833671691,115.773213577678,91.38480427383013,91.38480427383013,91.38480427383013,91.38480427383013,102.07308547544768,102.07308547544768,102.07308547544768,102.07308547544768,102.07308547544768,102.07308547544768,102.07308547544768,102.07308547544768,102.07308547544768,102.07308547544768,102.07308547544768,102.07308547544768,102.07308547544768,102.07308547544768,102.07308547544768,102.07308547544768,102.07308547544768,102.07308547544768,102.07308547544768,102.07308547544768,102.07308547544768,102.07308547544768,102.07308547544768,102.07308547544768,102.07308547544768,102.07308547544768,102.07308547544768,102.07308547544768,102.07308547544768,102.07308547544768,102.07308547544768,102.07308547544768,102.07308547544768,102.07308547544768,102.07308547544768,102.07308547544768,102.07308547544768,102.07308547544768,102.07308547544768
Beyaz Peynir,0.008552818866879551,Gıda ve alkolsüz içecekler,100.0,100.01404104864078,100.01404104864078,101.35209205894837,101.35209205894837,101.50892167070626,101.50892167070626,101.83144296468227,101.83144296468227,102.49709527863904,102.57089074878066,102.95038000105083,102.95038000105083,102.95038000105083,102.95038000105083,102.95038000105083,102.95038000105083,102.95038000105083,103.16574176094653,103.34617840692519,103.34617840692519,103.54326626541723,103.54326626541723,103.6571424258034,103.95213450637384,104.53708716541482,105.53487958830429,105.53487958830429,105.67408440009045,105.65239922068335,105.8673962930988,106.31701682156178,106.96201501570226,107.47519779292799,107.47481526594382,107.52932099373804,107.61743302309914,107.6910427942873,108.04185538842042,108.2869978823971,108.60226350789056,108.69312867413716,108.6975269799083,108.95982314581887,108.93360243837273,108.93360243837273,109.09713128386436,108.52818600131914,108.55947924951388,108.70698172876057,108.85444519188357,108.97474240360616,109.15827768610365,109.10170591990243,109.39498479674579,109.42208938894808,109.44283865264046,109.60639856208978,110.00421699430245,110.34007617724993,110.33214471050717,110.31505137143576,110.31510717621131,110.16920008956588,110.80979873196719,110.9003273469986,110.92490679843563,110.97479238635269,110.95456789822569,110.96573261071237,110.89244054713292,111.50242466846561,111.91722715997714,111.91800459242313,111.87408063395578,111.5462027012012,111.54549671176419,111.39415108086965,111.37056643199624,111.4458599442378,111.44562788821435,111.64194109619245,111.58361815721159,111.58361815721159,111.58361815721159,111.79426130058312,111.99882181870626,112.78599023196034,112.77816811690609,113.03647345807437,113.1143912206903,113.16912012800744,113.2687372744883,113.64433697612388,114.18567553824805,114.069601763616,114.15534267076279,114.1563130778913,113.89636373012814,114.0360592167694,114.09432100898553,114.163610523933,114.30948896978856,113.72402744533869,113.72279038727041,113.58812207175724,113.527144039294,113.65129280442963,113.73572419297852,114.0163057190097,113.97906435718828,113.97906435718828,113.97906435718828,113.97906435718828,114.70162338798913,115.06578047669618,115.13217967154344,115.27516152414077
Bilgisayar,0.0017298861836223785,Eğlence ve kültür,100.0,100.0,100.01026746750412,100.01211751095184,100.0082228677594,100.00701797448028,100.00454385556483,100.00392871535416,100.04241362863831,100.01590735338732,100.0214774125979,99.9422833650803,99.85956862304543,99.8720443213469,99.84158876626928,99.95532625390766,99.89182213881182,99.80098786210192,99.69406691705238,99.65186661056642,99.65843398061077,99.6238186510057,99.87338646169388,99.76606906676118,99.72212081567004,99.70718062241338,99.80062229372032,99.82202650556488,99.94061090804044,100.12964273581014,100.1149468572659,100.04917477628696,99.96400546128932,99.9703591436635,99.98272959804903,99.94083439540805,100.05900135409124,100.1407330640145,100.0687436484832,100.0687436484832,100.0687436484832,100.0687436484832,100.0687436484832,100.19999788113714,100.2100881830524,100.48765718370828,100.22193478633226,99.78045323276416,99.77931192351336,99.83447678066112,99.91948112946112,99.91948112946112,99.9248444919395,99.90715447555452,99.89088203222448,99.8848453024986,99.8865549313604,99.94081504846712,99.92062181351756,99.92978818824224,99.93008744174077,99.9167720174273,99.8974085528194,99.89881944896752,99.9463699454939,99.88342014640143,99.83076399618976,99.8048391595596,99.8048391595596,99.79718016201628,99.76476140242522,99.92999639057766,99.8315111501868,100.12942664985307,100.21328331198193,100.2573320681096,100.1110063852324,100.08147110788605,100.1357041327805,100.157886793387,100.16312596752142,100.11777511790942,100.10084227654708,100.10084227654708,100.10084227654708,100.15461221159144,100.18703268263184,100.16356213313884,100.040544798372,99.95926355502225,99.9492854241083,99.94811376050812,100.07322342697292,100.04427958429494,100.03171513346732,100.00077950702826,100.12009163089164,100.12780442524632,100.23868761699508,100.38981307438398,100.05330970451662,99.56825038444228,98.60468798726292,98.13310920092624,98.0670175203998,97.94594135052512,97.93075660200124,97.7701705098128,97.64585447187002,97.4577898453726,97.4173446191041,97.17662796602067,97.01448045169433,97.00813127160676,97.04410629896772,97.08664947139076,97.0618460913808,97.03062826154095
Bilgisayar Ekipmanları,0.0009562767421010853,Eğlence ve kültür,100.0,100.0,100.00014632103526,100.0013023480762,100.00195072451965,100.00056792116123,100.00040296469312,100.0067124384944,100.03151035245592,100.01307724291262,100.03568767020155,99.9895469695754,99.96762935126928,100.0379373501942,100.06719436882206,100.08580271271067,100.11418235714082,100.08331826936592,100.09827215982186,100.1891274078067,100.28739883697088,100.24833731581616,100.31975818573652,100.38206344581386,100.49179691928067,100.56076923657784,100.62518719330645,100.6839804911556,100.8028787315616,101.0210430072129,101.0637316745239,101.13620063204236,101.23217197432376,101.25690005672168,101.298176580819,101.40140199762172,101.82326875080652,101.87134920169328,101.90090579969488,101.8975051834172,101.8975051834172,101.8975051834172,101.8975051834172,101.90516373682858,101.84146147102442,102.58055340783136,102.78691653275314,102.74739267757992,102.81117727339569,102.899952642374,103.04802689624653,103.04802689624653,103.08303828869812,103.07707505119492,103.09105823951506,103.051434500745,103.08357867399069,103.16064770186554,103.12992138361076,103.12095044292892,103.07029745983075,103.07176026733396,103.05974274558169,103.0564184314124,103.07662168572185,102.97586792404957,102.95603246751593,102.54967968086628,102.54967968086628,102.57060093466576,102.60933434450708,102.82753343194524,102.775026265256,103.64882536619191,103.74032061094417,103.90043752551836,104.03058086538807,104.1316714520146,104.2118171445085,104.17987393130446,104.14272623680446,103.97148954743842,104.00325737328612,104.00325737328612,104.00325737328612,104.08221989571982,104.10132153336696,104.0995125445976,104.12952640524176,104.17078507232388,104.20593543918255,104.2170734311535,104.37708952495004,104.32464657137312,104.32736333757298,104.34205010066188,104.49206106283894,104.55766273203513,104.6464596169396,104.71160638682402,104.41243929297588,104.33374006992562,104.31082748926453,104.23966841968306,104.16260296367822,104.1465381345597,104.2707541669534,104.13688029411878,104.17815117359552,104.25980880701248,104.337495629316,104.30749506311707,104.27666398018464,104.39663426581328,104.3621499547908,104.37266687178575,104.37294751901707,104.3365860564357
Bisiklet,0.0006773719790350932,Ulaştırma,100.0,100.0,98.04195802080255,97.74108080985992,96.8802831982818,95.69450117350576,98.51627743259736,98.6600436761078,98.85355001370834,89.51332114632837,90.64214537669928,100.29414232410188,101.39008758597537,103.71792391856548,101.542109965678,102.24758753260387,99.7563538122326,101.75662852431232,100.87100556166575,101.72400825633255,101.24482720335496,104.73119053400652,105.65183093127642,103.61580045396512,105.75210011070168,105.18949269303978,110.01166858590273,108.07199388913668,104.91125532578296,105.00381656089348,105.52035681442209,109.4103800584834,109.12771208692006,110.03433594791348,110.071878002838,105.92476452941712,106.3928116398906,105.974348603918,104.67911958398189,104.8355216583378,105.8561976437445,105.8561976437445,109.38720736310796,109.10144416212994,109.06555609443518,109.3466726095492,109.23188363397382,109.32382565973526,109.3555857670346,114.03455510034648,114.8597736753408,114.8597736753408,116.38149700023524,116.75416700876804,117.6573521463802,117.54631198354063,117.1075426682518,119.895435604119,117.84972651668828,116.0422123955063,116.5621774555943,116.72457930212504,115.762338229429,114.29453057252292,114.3863456442864,114.42933309757792,111.21840231414346,110.96331893099416,111.01360096575031,111.20890166474076,108.7403816424676,108.58705899381653,109.25425998657929,109.01390673879798,109.5217931044914,109.0918810245032,110.63878242331322,109.49084470296768,109.47043111738104,110.57379349032576,109.25311238533357,109.1046388178864,108.8671517873934,108.8671517873934,108.8671517873934,109.2690264622633,109.61887166612216,110.00395243140775,110.09031655458448,110.24603476773692,110.38924368877476,110.04494461834022,110.0796705487753,110.41687869170228,108.8097210822142,108.81194406970968,109.09032587862195,109.2144072840686,108.53735877786464,108.91011919897436,108.43165349439369,108.56074039833432,109.02705497956488,109.27364893195386,109.35831913478673,109.35172080916382,109.51519793583545,109.77438020434398,107.36897059036816,109.1297282465358,109.67028192501516,109.79466714373356,110.62520605899256,110.58469441677777,109.81860719949356,111.60858972913968,112.12152789615538,112.2353950011308
Bisküvi,0.0034210381201547303,Gıda ve alkolsüz içecekler,100.0,101.500324195021,101.50277163725183,103.3012328783629,103.43685284547783,103.43685284547783,103.5435171025171,103.5435171025171,104.43903865886739,104.43903865886739,104.467543729372,104.467543729372,105.76080816496356,105.76080816496356,105.89201065895692,105.94317772381756,105.94317772381756,105.95712936437324,108.19241010988816,108.38276803765157,108.26615455438575,108.5032914357859,108.82174229317603,108.87386760451605,109.11401340337379,109.39376363332309,109.94171265330928,109.94171265330928,110.33926405421622,110.35829253080468,110.52357994748971,111.42704418005047,111.46864742046122,111.47739106171588,111.40600525783148,111.45445747680665,111.60233197228348,111.65449890985437,111.66225544906494,111.6864623285919,111.69695128196673,111.71223012473959,111.7206050911253,111.75054114187057,111.98567294395862,111.98567294395862,112.0847094165663,111.96719155141184,112.01079788507928,112.03107674443893,112.29477076514314,112.37332083334172,112.38702853042435,112.382088453224,112.50350860894271,112.5600131538669,112.68639989703104,112.90649605088376,113.23592637339974,113.41194471794628,113.47678508244945,113.56259717066537,113.54128819015945,113.51352432239177,113.79875906167085,113.89975685807683,113.99459349915035,113.9800734596108,113.80148692242152,113.96583818355228,113.9229147232823,113.97024863045972,114.13095444216223,114.02993877189185,113.92227519887446,114.04195976853981,114.05090576259165,114.06122862254043,114.07787377762364,114.11019775649245,114.1096766121793,114.118256278337,114.13303776678339,114.13303776678339,114.13303776678339,114.11995646022923,114.12508013288618,114.20605817244933,114.1971353369309,114.1899779097893,114.22213084145652,114.19814865505427,114.20253830197143,114.27297617964449,114.39700875669186,114.38819818094589,114.38923712862601,114.38972991886911,114.38932443311573,114.39195212076183,114.27439060411938,114.27533099876837,114.21666391504168,114.03695363955491,114.03695363955491,113.99306339480056,114.54281912109722,114.60710422193962,114.58738765887395,114.48159875541582,114.38714500507872,114.27954750869648,114.27954750869648,114.53591135278876,114.73337313347476,114.76632191012244,114.78461640783837,114.75907599297477
Bitki ve Meyve Çayı (Poşet),0.00011808372608267189,Gıda ve alkolsüz içecekler,100.0,100.50536635902488,100.50536635902488,100.50536635902488,100.50536635902488,100.50536635902488,100.50536635902488,100.50536635902488,100.50536635902488,100.50536635902488,100.50536635902488,100.50536635902488,100.50536635902488,100.50536635902488,100.50536635902488,100.50536635902488,100.50536635902488,100.50536635902488,100.50536635902488,100.50536635902488,100.50536635902488,100.50536635902488,100.50536635902488,100.50536635902488,100.50536635902488,100.50536635902488,100.50536635902488,100.50536635902488,100.50536635902488,100.50536635902488,100.50536635902488,101.3627669721895,101.3520406143851,101.35019644434217,101.34977876067033,101.36056200659296,101.37921168983858,101.39360290368494,101.4026343947236,102.09150063568566,102.10255001696562,102.1058834686224,102.11246110498386,102.13395905992289,102.98185769881421,102.98185769881421,106.22377581463446,106.15958274595172,106.20394803010723,106.22465332062222,106.39102927530575,106.55249976429477,106.53251869325074,106.5276196623756,106.62772876710937,106.66558398068359,106.69456622939191,106.85119097566518,107.18302878224499,107.15999194718238,107.18049842113462,107.26730735535865,107.26738749766744,107.23897936146992,107.45773751966061,107.56291474282975,107.59967190798278,107.52394043859414,107.48549280330688,107.50377614595486,107.4532383221032,107.61956771671855,107.5963402671515,107.57985162448915,107.80200147462745,107.14117252194899,107.14017530214444,107.14624362392686,107.15000727736752,107.16686754292337,107.16658280436799,107.17127883462932,107.1875698869371,107.1875698869371,107.1875698869371,107.19158684020363,107.19648388045016,107.19938549434798,107.1882669880137,107.18437862106107,107.19006466947793,107.18835495242958,107.19060967952576,107.20242016227421,107.20886947352616,107.20434369184693,107.19737149779385,107.19861225169342,107.19861225169342,107.19861225169342,107.21573930944331,107.21573930944331,106.96440991794749,108.43085747327419,108.43085747327419,108.43085747327419,107.1603001414258,107.1603001414258,111.35687582742948,111.35687582742948,111.35687582742948,111.35687582742948,113.64867271600893,113.64867271600893,113.64867271600893,113.64867271600893,113.64867271600893,113.64867271600893
Bot (Erkek için),0.0007596282634388333,Giyim ve ayakkabı,100.0,100.0,100.0218228228738,100.02437804710505,100.03023018169156,100.01556122114386,100.00458035542415,100.00772410425178,100.04267272116932,99.98789958250588,99.84356610477673,100.11816823753044,100.21418088650154,100.04289335586886,99.88925757262643,99.99187798500655,99.90801390980904,99.952462214168,100.05259429242426,99.88675918855031,99.98972665927285,100.69333460305756,101.49723265252794,100.84086304767236,100.4531520383356,100.47957222010434,100.80436575364143,100.641333894724,101.66343701618727,102.28345884118062,102.12493112494114,102.72473384222076,102.79608608755984,102.85511572253884,102.7999132087473,102.92499580428826,102.67496250112684,102.46441111510045,102.20122993485188,102.20122993485188,102.20122993485188,102.20122993485188,102.20122993485188,104.34316238412563,104.30239068196812,108.50525217586429,110.45158615623704,110.42865642731664,110.72314371093556,111.14015628795484,113.3004111724848,113.3004111724848,113.30204352636268,113.25164987599724,113.3505122372347,113.37871378689955,113.39987631259694,113.56750082517874,113.8234104720886,113.73141199525269,113.698812213827,113.5651112103803,113.56700012929652,113.54885106622427,113.49920368388848,112.60345775190008,112.16775031989611,111.97349595986024,111.73153914208513,111.71088561367536,111.73219229474216,111.92313347921494,111.75322651249508,111.70990469782056,111.5842448428689,111.63759331442378,111.67896423689108,111.71473688468151,111.77996687728448,111.9468363046242,111.97311349566915,112.05587276313102,112.0651351969816,112.0651351969816,112.0651351969816,112.30673062046408,112.3135324138317,112.1751895035418,112.10957094084524,112.11505804055588,112.1223523747497,112.15995816401876,112.47953112866608,113.07198673978432,112.90959907739736,112.68409460863496,113.56614798367836,113.80988187317276,114.09869766203822,115.1693248222795,113.15949236659704,112.15153163235615,111.6887607395154,111.32673139792831,111.11234113745604,111.00802046607264,111.94564987645916,111.3932791363948,110.89605462164094,110.6772611781842,110.5662775894305,110.60408049302696,110.74845090254368,110.86337906049366,110.765710757656,110.85260037577544,110.60153998885822,110.53156614325283
Bot (Kadın için),0.0014090575622907407,Giyim ve ayakkabı,100.0,100.0,100.0,99.98297403292348,99.97393081429992,99.96967701324506,99.97217186302876,99.971743027595,100.08196824312084,99.86604611093408,99.98956526601222,100.1770317127624,99.74782978202116,99.49173348529598,99.31056262482868,99.52003601131642,99.20133041236252,99.14866720510952,99.57032649510032,99.47627966878191,99.52330336089754,99.35576816351518,100.33273102848317,99.76072893271927,99.64792199584512,99.79782072149224,99.83741699570952,99.75741414980808,99.6981904900704,99.9191109096991,99.8054481543101,100.31024426602713,100.5022574231723,100.57361260732245,100.42975081658096,100.66354244140318,100.9806663121859,100.8652266663251,100.34291541532448,100.34291541532448,100.34291541532448,100.34291541532448,100.34291541532448,102.49255955813442,102.58658330062602,104.92293367973242,106.26169773088246,106.00099995456615,106.2984826696228,106.38883290304187,108.72084901045751,108.72084901045751,108.50139674642529,108.40907037933977,108.39859037174618,108.42639074538806,108.44127705688172,108.59676824822807,108.543490859607,108.55452088242204,108.50253156418152,108.41669107153,108.4741941710819,108.47945784054554,108.52795582020192,107.7532246088746,107.24515690634776,106.88305399060488,106.88305399060488,107.2569485999751,107.311734956575,107.58321902042888,107.72769674091086,107.84344816935918,107.96449452600731,108.05110055805746,108.07036330768646,108.22346413306592,108.198466378849,108.09941648865772,108.15866228471256,108.13138430325463,107.97716529865993,107.97716529865993,107.97716529865993,108.1168238808712,107.89184123179524,107.81898244229892,107.92390749498226,107.92173409921791,107.84058839336552,107.86339522426115,107.9297378545932,109.02999703776835,108.90615157728269,108.75956460443926,109.78449411403462,109.6963601237618,110.00077983273565,112.58845657442924,110.47969815119822,109.45214051718672,108.75853786318372,108.36253423374885,108.03328441163592,108.02753535920014,111.51282633568984,110.22325221960628,109.59958398652778,109.3849946274972,109.26218627914751,109.5571910332345,109.36752409222753,109.37813264287144,109.45061725580348,107.727037893612,108.67489728758426,109.2560528756757
Bot (Çocuk için),0.0006098294714669168,Giyim ve ayakkabı,100.0,100.0,100.0,99.99854477516502,100.01364811823592,100.01364811823592,100.0025876771577,99.99624633513962,100.12190815147372,100.05624381075076,99.82515007847115,99.6559139095332,99.51771830207744,99.47981901611512,99.5776347907254,99.36734847685564,98.90293130709355,98.72115422055684,98.6527229573332,98.80396320887944,98.9504105784475,99.04129469495396,99.6002330931028,99.42654472969548,99.28271489671368,99.20895127721384,99.1330562801845,99.0876407447558,99.29660979602038,99.30603569804482,98.99201907863416,99.2376646874963,99.17836539037654,99.20376649153418,99.273242444641,99.42569367967744,100.09735270863918,100.07449057925588,100.04794575451852,100.04794575451852,100.04794575451852,100.04794575451852,100.04794575451852,101.89892611767472,101.86278885122056,104.42576568294128,105.45191359767055,104.95740276007928,105.02455830393286,105.13029934668025,107.77308382176992,107.77308382176992,107.6809757899668,107.6769362986196,107.7435309044329,107.84555625127012,107.66549089687815,107.76194002314762,107.74936477368388,107.52876676837757,107.72392561891658,107.77456113584236,107.8180414205696,107.88114773144244,107.91023710447982,105.60678467021472,104.73651214603738,104.42855342071456,104.42855342071456,104.4005154033596,105.12325503285533,107.87138549632574,107.87118949899424,108.02929001559892,107.87621789643332,107.96083966748824,107.93156129128477,108.1580032646625,108.26557804815398,108.21061875091355,108.14018525146594,108.23846956434208,108.3151888165558,108.3151888165558,108.3151888165558,108.43531541650418,108.32425168231048,108.16585772599682,108.06555513816674,107.9943708457987,107.9570218465516,108.0842127925198,108.33859751044952,108.61366689103282,108.40297857276776,108.05076388418104,109.06813757226628,109.39510864539336,109.63283848674564,110.51177474812606,109.08813469338568,108.0141401461569,107.60807423381657,107.976841213379,107.997033847287,108.17306368645508,109.94930727707292,109.42747361862712,109.36420582588906,109.27238914141316,109.40115194473913,109.60370919111163,109.5253988191863,109.45902402985202,109.30684102920578,109.09377088106008,108.8174506084237,108.61266962981679
Bulaşık Bezleri,0.00016676766324389203,Ev eşyası,100.0,100.0,100.01870996826582,100.01329104564006,100.0040423167013,100.00442822926468,100.00409331790308,99.98980340831086,99.99254410601438,100.19840060285829,100.02861909055731,100.19362482568154,100.25384619063524,100.8579883118222,100.96009303309764,101.2679011594627,100.8910457068037,100.93351661310176,101.158142514977,101.10130109157704,101.32262892577464,101.68150928665196,102.13717010213936,102.40336889178208,102.50554795817284,102.69486384979666,103.2972273136801,103.49923785636808,103.63568849358384,103.98536314536678,104.4327611118129,104.63542550528136,104.82322043341456,104.76800865221075,104.98670935822858,105.09090082621388,106.44343184467448,108.08082150115276,108.46474225124082,108.45939890647888,108.45939890647888,108.45939890647888,108.45939890647888,112.37595368608554,112.48443456776327,112.97098050254732,113.21421501700996,113.22058415062872,113.27482680005927,113.40137976441686,113.81048746228072,113.81048746228072,113.78416026190546,113.85614416047434,113.81147030195164,113.74669102518284,113.72049568129148,114.08191652914893,114.10051575796592,114.16093764634932,114.12247146624875,114.09531432173544,114.11405211641556,114.16944558928064,114.2554696748227,113.73342721647812,113.68910354679964,113.43844010796651,113.43844010796651,113.39235845278915,113.42482869171724,114.2319474000804,114.28285872189468,114.23384220544892,114.21238488486664,114.21970679392795,114.15291769009691,114.15797287708304,114.25738932159312,114.19193476348258,113.99058425951436,113.95949132082072,113.86002644716572,113.86002644716572,113.86002644716572,113.8860323864221,113.99549517211194,113.87508003552102,113.86471600201394,113.89532644740464,113.8437333968714,113.66810268127506,113.8440443719702,113.9575315878061,113.96782486884652,114.03741253124412,114.41864148289892,114.61218596408948,114.78211187020406,115.1232944462996,114.73575258645684,114.54689289527025,114.30965125106636,114.28377336467186,114.20076096897652,114.22966609695489,114.55929352744124,114.64818172012424,114.53652894233257,114.51993358263616,114.41399553326504,114.2895808784859,114.28331128313135,114.10331425775748,114.08270608232904,114.13342877371142,114.05910505713138,114.1457497277291
Bulaşık Makinesi,0.0027903907394094683,Ev eşyası,100.0,100.0,100.0173895088467,99.99606399050958,100.00873111498954,99.94794265295954,99.92401491317032,99.96891622641373,100.03589148734314,99.9680646361842,100.06242974168708,99.97904456696496,100.0231902875661,100.01012083050075,100.15292587721407,99.97407854992832,99.81648948130056,99.93815974840078,99.8683671718594,99.76986813459708,99.8159508610178,99.84299010222594,99.96103493824263,99.9161702338838,99.89042714580972,99.93290989387742,100.6748323322203,100.67171189271312,100.7350187319392,100.6693663518145,100.65309874943406,100.55308863847915,100.4900566756131,100.3738896195361,100.34536377169135,100.34479474147956,100.2880920656311,100.3837405111804,100.3623736082714,100.3623736082714,100.3623736082714,100.3623736082714,100.35657415588564,100.32998709274574,100.3433917506243,101.00464932478044,100.98284902129254,100.99417995165562,100.98313402262522,101.19516579966152,101.22856391474905,101.22856391474905,101.56922106141494,101.73881136672463,102.02448384562608,101.79655663558842,102.20073573753822,102.10906981951602,102.20854361866004,102.06983740555272,102.26015507419756,102.06957047222204,102.3920578024661,102.6224401071894,102.68308342963188,102.53790930486656,102.1594676679707,102.62674326036256,102.62674326036256,102.76389502308128,102.5822163195887,102.22458518027184,102.4587118338447,102.60020560210836,102.64734267057143,102.83434399765902,102.58934818547996,102.48657285422776,102.54003774106508,102.32858294981376,102.41784135375713,102.66282660576336,102.52514256965958,102.52514256965958,102.52514256965958,102.61081468684463,102.60033135687767,102.96954863714816,102.86000276754602,103.04037154091992,102.76092363160537,102.88861268980592,103.00557166468916,102.64667784018552,102.5594355213242,102.45897339392224,102.9583223794932,103.10959921286786,103.24773741131426,103.23884880287204,102.79208851907424,102.33094134612406,102.4467733055136,102.3174084965413,102.8076696630502,102.80912427088656,103.12009966922032,103.11022450524902,103.18140273951892,103.23000011722056,103.2362404250848,103.04533980909468,103.1126583918685,103.21994670113143,103.638484927356,104.1336354385476,104.21407850574695,104.58597272016713
