category,name,main_price,has_multiple_markets,market_count,prices,page,average_price,min_price,max_price
Meyve ve Sebze,Salatalık,49.5,True,+3 Market,"[49.5, 49.9, 49.9, 59.95]",2,52.3125,49.5,59.95
Meyve ve Sebze,Domates Salkım ,19.9,True,+2 Market,"[19.9, 49.95, 59.9]",2,43.25,19.9,59.9
Meyve ve Sebze,Kivi,89.0,True,+1 Market,"[89.0, 99.5]",3,94.25,89.0,99.5
Meyve ve Sebze,Kıvırcık,44.5,False,,[],3,,,
Meyve ve Sebze,Salata Atom Adet ,52.95,False,,[],3,,,
Meyve ve Sebze,Kumkuat Paket,29.5,False,,[],3,,,
Meyve ve Sebze,Dereotu,17.9,False,,[],3,,,
Meyve ve Sebze,Biber Çarliston Paket,34.9,False,,[],3,,,
Meyve ve Sebze,Limon,29.75,True,+1 Market,"[29.75, 29.75]",3,29.75,29.75,29.75
Meyve ve Sebze,Nane,19.5,False,,[],3,,,
Meyve ve Sebze,Hindistan Cevizi Adet,39.75,True,+1 Market,"[39.75, 44.95]",3,42.35,39.75,44.95
Meyve ve Sebze,Morsoğan ,39.5,False,,[],3,,,
Meyve ve Sebze,Avokado Adet,39.9,True,+1 Market,"[39.9, 49.5]",3,44.7,39.9,49.5
Meyve ve Sebze,Nane,19.5,False,,[],3,,,
Meyve ve Sebze,Zencefil Paket,69.5,False,,[],3,,,
Meyve ve Sebze,Taşköprü Sarımsağı File ,249.95,False,,[],3,,,
Meyve ve Sebze,Soğan Arpacık File,59.95,False,,[],3,,,
Meyve ve Sebze,Portakal Yapraklı ,24.95,False,,[],3,,,
Meyve ve Sebze,Nane Demet Paket Adet,21.95,False,,[],3,,,
Meyve ve Sebze,Kuru Biber Paket,89.5,False,,[],3,,,
Meyve ve Sebze,Dereotu,17.9,False,,[],3,,,
Meyve ve Sebze,Marul,54.0,False,,[],3,,,
Meyve ve Sebze,Biber Dolma Paket,27.5,False,,[],3,,,
Meyve ve Sebze,Sarımsak Kuru,249.9,False,,[],3,,,
Meyve ve Sebze,Soğan Taze Demet Işl.,44.95,False,,[],3,,,
Meyve ve Sebze,Köy Biberi,89.5,False,,[],4,,,
Meyve ve Sebze,Çilek Paket,135.0,False,,[],4,,,
Meyve ve Sebze,Portakal Yapraklı ,24.95,False,,[],4,,,
Meyve ve Sebze,Kuru Soğan,18.5,True,+2 Market,"[18.5, 18.75, 19.5]",4,18.916666666666668,18.5,19.5
Meyve ve Sebze,Zencefil Paket,59.9,False,,[],4,,,
Meyve ve Sebze,Kurutulmuş Domates 250 Gr Paket,59.9,False,,[],4,,,
Meyve ve Sebze,Karnabahar Adet,39.95,False,,[],4,,,
Meyve ve Sebze,Turp Vezir,45.0,True,+1 Market,"[45.0, 49.5]",4,47.25,45.0,49.5
Meyve ve Sebze,Pancar,35.5,False,,[],4,,,
Meyve ve Sebze,Domates Kokteyl,69.95,False,,[],4,,,
Meyve ve Sebze,Kumkuat Paket,29.5,False,,[],4,,,
Meyve ve Sebze,Sarımsak Kuru Paket,54.9,False,,[],4,,,
Meyve ve Sebze,Brokoli ,74.95,True,+1 Market,"[74.95, 79.5]",4,77.225,74.95,79.5
Meyve ve Sebze,Salatalık Çengelköy Paket,49.5,False,,[],4,,,
Meyve ve Sebze,Kabak Sakız Paket,54.95,False,,[],4,,,
Meyve ve Sebze,Marul,54.0,False,,[],4,,,
Meyve ve Sebze,Soğan Arpacık,89.95,False,,[],4,,,
Meyve ve Sebze,Elma Starking,39.75,True,+2 Market,"[39.75, 39.9, 39.95]",4,39.86666666666667,39.75,39.95
Meyve ve Sebze,Enginar 4 Lü Kova Adet ,99.5,False,,[],4,,,
Meyve ve Sebze,Muz İthal,89.0,True,+1 Market,"[89.0, 99.9]",4,94.45,89.0,99.9
Meyve ve Sebze,Domates Pembe ,49.95,False,,[],4,,,
Meyve ve Sebze,Elma Kırmızı ,49.95,False,,[],4,,,
Meyve ve Sebze,Brokoli ,74.95,True,+1 Market,"[74.95, 79.5]",5,77.225,74.95,79.5
Meyve ve Sebze,Taşköprü Sarımsağı File ,249.95,False,,[],5,,,
Meyve ve Sebze,Biber Kapya 400 Gr Adtet,44.9,False,,[],5,,,
Meyve ve Sebze,Nane Adet,21.95,True,+1 Market,"[21.95, 24.95]",5,23.45,21.95,24.95
Meyve ve Sebze,Kabak ,29.95,True,+1 Market,"[29.95, 45.0]",5,37.475,29.95,45.0
Meyve ve Sebze,Çarliston Biber,89.5,False,,[],5,,,
Meyve ve Sebze,Kıvırcık Adet,24.95,False,,[],5,,,
Meyve ve Sebze,Köy Biberi,89.5,False,,[],5,,,
Meyve ve Sebze,Biber Dolma Pkt.kg.,84.95,False,,[],5,,,
Meyve ve Sebze,Portakal Sıkma ,27.9,False,,[],5,,,
Meyve ve Sebze,Nane,19.5,False,,[],5,,,
Meyve ve Sebze,Biber Çarliston Pkt.kg,94.95,False,,[],5,,,
Meyve ve Sebze,Portakal Yapraklı ,24.95,False,,[],5,,,
Meyve ve Sebze,Pırasa,49.5,False,,[],5,,,
Meyve ve Sebze,Kumkuat Paket,29.5,False,,[],5,,,
Meyve ve Sebze,Salata Atom Adet,47.95,False,,[],5,,,
Meyve ve Sebze,Hindistan Cevizi,29.0,True,+1 Market,"[29.0, 39.75]",5,34.375,29.0,39.75
Meyve ve Sebze,Kıvırcık Adet,24.95,False,,[],5,,,
Meyve ve Sebze,Kızartmalık Patates File,27.5,False,,[],5,,,
Meyve ve Sebze,Zerdeçal 80 Gr Adet,59.95,False,,[],6,,,
Meyve ve Sebze,Domates Eko,32.9,False,,[],6,,,
Meyve ve Sebze,Salamura Asma Yaprak,119.9,False,,[],6,,,
Meyve ve Sebze,Elma Granny Smith,45.0,False,,[],6,,,
Meyve ve Sebze,Kivi,89.0,True,+1 Market,"[89.0, 99.5]",6,94.25,89.0,99.5
Meyve ve Sebze,Domates Şeker Paket,49.95,False,,[],6,,,
Meyve ve Sebze,Patates ,12.95,True,+4 Market,"[12.95, 13.5, 13.75, 13.75, 13.75]",6,13.540000000000001,12.95,13.75
Meyve ve Sebze,Lahana Kırmızı,59.95,False,,[],6,,,
Meyve ve Sebze,Salata Kıvırcık  Adet,44.95,False,,[],6,,,
Meyve ve Sebze,Salatalık Çengelköy Paket,49.5,False,,[],6,,,
Meyve ve Sebze,Elma Gransimit ,49.95,False,,[],6,,,
Meyve ve Sebze,Elma Gransimit ,49.95,False,,[],6,,,
Meyve ve Sebze,Ejder Adet,14.95,False,,[],6,,,
Meyve ve Sebze,Kivi Paket,24.9,True,+1 Market,"[24.9, 49.5]",6,37.2,24.9,49.5
Meyve ve Sebze,Marul Göbek,52.9,False,,[],6,,,
Meyve ve Sebze,Kereviz ,39.95,True,+2 Market,"[39.95, 59.5, 59.9]",6,53.11666666666667,39.95,59.9
Meyve ve Sebze,Dereotu  Adet,19.95,False,,[],6,,,
Meyve ve Sebze,Biber Kapya 400 Gr Adtet,44.9,False,,[],6,,,
Meyve ve Sebze,Salatalık Badem,79.9,False,,[],6,,,
Meyve ve Sebze,Kabak Helvacı Muscat,19.95,False,,[],6,,,
Meyve ve Sebze,Taşköprü Sarımsağı File ,249.95,False,,[],6,,,
Meyve ve Sebze,Domates,32.95,True,+4 Market,"[32.95, 39.9, 39.9, 39.95, 49.5]",6,40.44,32.95,49.5
Meyve ve Sebze,Domates Kokteyl,69.95,False,,[],6,,,
Meyve ve Sebze,Salatalık Çengelköy,84.5,False,,[],7,,,
Meyve ve Sebze,Limon Taze ,29.95,False,,[],7,,,
Meyve ve Sebze,Dolmalık Bıber Paket,29.9,False,,[],7,,,
Meyve ve Sebze,Kabak ,29.95,True,+1 Market,"[29.95, 45.0]",7,37.475,29.95,45.0
Meyve ve Sebze,Soğan Yeşil Demet ,34.95,False,,[],7,,,
Meyve ve Sebze,Brokoli ,74.95,True,+1 Market,"[74.95, 79.5]",7,77.225,74.95,79.5
Meyve ve Sebze,Domates Şeker Paket,49.95,False,,[],7,,,
Meyve ve Sebze,Pazı Demet,29.5,False,,[],7,,,
Meyve ve Sebze,Çilek,179.95,True,+1 Market,"[179.95, 199.95]",7,189.95,179.95,199.95
Meyve ve Sebze,Limon Taze ,29.95,False,,[],7,,,
Meyve ve Sebze,Kabak Helvacı Muscat,19.95,False,,[],7,,,
Meyve ve Sebze,Kabak Sakız Paket,54.95,False,,[],7,,,
Meyve ve Sebze,Hindistan Cevizi Adet,39.75,True,+1 Market,"[39.75, 44.95]",7,42.35,39.75,44.95
Meyve ve Sebze,Zerdeçal Paket,59.9,False,,[],7,,,
Meyve ve Sebze,Kabak Helvacı Muscat,19.95,False,,[],7,,,
Meyve ve Sebze,Maydanoz,14.75,False,,[],7,,,
Meyve ve Sebze,Lahana Kırmızı,59.95,False,,[],7,,,
Meyve ve Sebze,Dereotu  Adet,19.95,False,,[],7,,,
Meyve ve Sebze,Domates Eko,32.9,False,,[],7,,,
Meyve ve Sebze,Domates,32.95,True,+4 Market,"[32.95, 39.9, 39.9, 39.95, 49.5]",7,40.44,32.95,49.5
Meyve ve Sebze,Karnabahar Adet,39.95,False,,[],7,,,
Meyve ve Sebze,Biber Kapya 400 Gr Adtet,44.9,False,,[],7,,,
Meyve ve Sebze,Muz Yerli ,67.9,True,+3 Market,"[67.9, 69.0, 69.9, 79.95]",7,71.6875,67.9,79.95
Meyve ve Sebze,Soğan Yeni Hasat,13.9,False,,[],8,,,
Meyve ve Sebze,Soğan Gümüş File,56.95,False,,[],8,,,
Meyve ve Sebze,Kızartmalık Patates File,27.5,False,,[],8,,,
Meyve ve Sebze,Biber Çarliston Pkt.kg,94.95,False,,[],8,,,
