Tarih,Tarih,İşlenmemiş Gıda,Meyve Sebze Hariç İşlenmemiş Gıda,Taze Meyve-Sebze,İşlenmiş Gıda,Ekmek ve Diğer Tahıllar,Diğer İşlenmiş Gıda
2025-06-07,2025-06-07,122.52218150877017,125.01463386015033,118.9945779547494,118.0310231663006,123.08533252903185,116.91655499279575
2025-06-08,2025-06-08,122.20986490926546,125.05257529896444,118.25785425840634,118.04057393294381,123.10163547298166,116.92464808016774
2025-06-09,2025-06-09,122.37507642408204,124.83265720596208,118.89045166850492,118.0913473818087,123.1119382387331,116.9841357284466
2025-06-10,2025-06-10,124.10953398775551,125.9833985276752,121.32725841017525,118.4530137033303,123.08339683528028,117.4298489834117
2025-06-11,2025-06-11,123.88541467214263,125.7996918326406,121.05493637810038,118.55956229775339,123.55305543092511,117.45809400166726
2025-06-12,2025-06-12,124.44561517140917,126.24169341181369,121.75650801607524,118.84615118266616,123.76287200302096,117.76117356629052
2025-06-13,2025-06-13,123.75050861400666,125.93257948672357,120.59512249822369,118.70953406422659,123.83293501203826,117.58002800618713
2025-06-14,2025-06-14,123.42014869003056,126.82667820290541,118.77799015072463,118.74559261098007,123.91913163079347,117.60526993773145
2025-06-15,2025-06-15,123.28013695165019,126.60877723579063,118.73320883300815,118.79462410174655,123.91913163079347,117.66486157823019
2025-06-16,2025-06-16,122.98471335951044,126.80105441584598,117.84627168767057,118.92826230745099,124.20442032483335,117.76577805892659
2025-06-17,2025-06-17,123.74016109153563,127.1262346596338,119.12156127616392,119.09366469670171,124.33887419757542,117.93781769111769
2025-06-18,2025-06-18,123.00625977193884,126.60735498382095,118.1293243162574,119.24934094128164,126.00973834636407,117.76680902665399
2025-06-19,2025-06-19,123.20814059807233,127.4278042971897,117.57862144934596,119.14473819812186,125.93303971107255,117.6562125779274
2025-06-20,2025-06-20,122.07792155085079,126.71825202220198,115.94175324111305,119.09588540845995,126.3575792144028,117.50531367361194
2025-06-21,2025-06-21,121.97119318224328,126.68466207523333,115.74657205289363,118.9568454380957,126.3648812888823,117.33475377164582
2025-06-22,2025-06-22,121.26802812119718,125.58378773026963,115.5296141422182,118.8986011057277,126.68748860728229,117.1944156975831
