Tarih,Tarih,İşlenmemiş Gıda,Meyve Sebze Hariç İşlenmemiş Gıda,Taze Meyve-Sebze,İşlenmiş Gıda,Ekmek ve Diğer Tahıllar,Diğer İşlenmiş Gıda
2025-05-15,2025-05-15,125.37898983512885,124.2658942699144,126.22168000387977,117.80828765308992,120.98010443890672,117.09970396554445
2025-05-16,2025-05-16,124.75978800360983,123.95217318380061,125.23373859660636,117.81923545432011,121.60283562864134,116.97875799194529
2025-05-17,2025-05-17,124.52990743167632,124.0939383103772,124.55312257058372,117.86424022215458,121.60851048501448,117.03223223938501
2025-05-18,2025-05-18,124.33908943212117,123.80235546058383,124.48554302652451,117.71716119949858,121.47111990071522,116.88309547771114
2025-05-19,2025-05-19,124.10177589749514,123.82578960687222,123.93230152329738,117.74545857633785,121.44280193180279,116.92359233395887
2025-05-20,2025-05-20,125.25206463462106,125.19803950815748,124.80815532268947,118.24437917188746,123.45348310069275,117.09649468403111
2025-05-21,2025-05-21,124.88611315877297,124.70808079244733,124.59440188486221,118.33507054213727,123.3176639314783,117.23599930291549
2025-05-22,2025-05-22,126.27398926948301,125.63054619076506,126.54225739558808,118.22411071081113,123.62200817517324,117.03552938689499
2025-05-23,2025-05-23,124.88600342997424,125.32714999960493,123.84178833420553,118.01282849795588,123.50588135482307,116.80377752912244
2025-05-24,2025-05-24,124.71908005494274,125.91044136490198,122.76378856940157,117.94769045870822,122.81943585438951,116.87259791583436
2025-05-25,2025-05-25,124.27564412585355,125.2979868177069,122.52756941001698,117.89096275584683,122.71481600469876,116.82620698863212
2025-05-26,2025-05-26,124.58520899830762,125.54191512167323,122.91564469779223,117.88973767889794,122.79850523762282,116.80667589717945
2025-05-27,2025-05-27,125.80957719812235,126.00156370029146,125.06441540583532,118.23337416165258,123.31571862136533,117.11281946038615
2025-05-28,2025-05-28,126.08920733293147,125.92001470931915,125.78185829869196,118.05249236104001,122.27739386814332,117.11682776581232
2025-05-29,2025-05-29,126.16898798401822,125.96635607674727,125.90195400662735,117.99527355321133,122.27093966148877,117.04867689782674
2025-05-30,2025-05-30,124.73053647801399,124.9856771834398,123.91301163955514,117.87428083473175,122.21466618728826,116.91375712203491
2025-05-31,2025-05-31,124.46762343146325,124.59339887155434,123.80838918384,117.84059283481733,122.6196067749976,116.78551435872774
2025-06-01,2025-06-01,124.4171971799822,124.81463334898817,123.42801173241212,118.0277498656569,122.68374165280603,116.9991537727905
2025-06-02,2025-06-02,124.99167637163818,125.238918804574,124.18268810443554,118.17144156378511,122.63382823580216,117.18455364436596
2025-06-03,2025-06-03,124.99167637163818,125.238918804574,124.18268810443554,118.17144156378511,122.63382823580216,117.18455364436596
2025-06-04,2025-06-04,123.60703843253397,124.56478267414793,121.94019200619742,118.04283463664186,122.71370068448809,117.01102869881927
2025-06-05,2025-06-05,123.08257051526965,125.17408008569225,120.03996330249127,117.98653603651285,123.04594455373683,116.87097792060399
2025-06-06,2025-06-06,122.59403695644265,125.05437402995027,119.10517160298409,118.03154923061739,123.08533252903185,116.9171943581333
