,name,brand,categories,marketName,depotName,price,updateDate,mesafe_km
Ayçiçek Yağı,Yudum Ayçiçek Yağı 1 lt,Yudum,"Gıda, Ayçıcek Yagı, Katı Sıvı Yağlar, Katı Ve Sıvı Yağlar, Bitkisel Tohum Yağları, Ayçi̇cek Yağı, Kuru Gıdalar, Sıvı Yağlar, Ayçi̇çek Yağı, Yaglar, Ayçicek Yağı, Ayçiçeği Yağı, Sıvı Yağ Makarna Un",carrefour,Istanbul Bayrampaşa Forum Hıpe,71.1,2025-05-17 10:20,0
Ayçiçek Yağı,Migros Ayçiçek yağı 1l.,Migros,"Pl Ayçicek Yağı, Pl Sıvı Yağ Makarna Un, Pl Sıvı Yağlar, Pl Ayçi̇cek Yağı",migros,Avasköy Bayrampaşa M Migros,79.5,2025-05-17 10:20,0
Ayçiçek Yağı,Carrefour Ayçiçek Yağı 1 lt,Carrefour,"Kuru Gıdalar, Gıda, Ayçıcek Yagı, Yaglar",carrefour,Istanbul Küçükköy Süper,79.9,2025-05-17 10:20,0
Ayçiçek Yağı,Ayçiçek Yağı 1 lt Yurda,Yurda,"Margarin Ve Sıvı Yağlar, Ayçiçek Yağları, Ayçiçek Y",hakmar,Selamlıüsküdar,80.0,2025-05-17 10:20,0
Ayçiçek Yağı,Evin Ayçiçek yağı 1 lt,Evin,"Sıvı Yağlar, Ayçi̇çek Yağı, Katı Sıvı Yağlar, Ayçicek Yağı",sok,Gop Kızılay,80.0,2025-05-17 10:19,0
Ayçiçek Yağı,Ayçiçek Yağı 1 lt Biryağ,Biryağ,"Kuru Gıdalar, Margarin Ve Sıvı Yağlar, Gıda, Ayçiçek Yağları, Ayçıcek Yagı, Yaglar, Ayçiçek Y",hakmar,Selamlıüsküdar,87.0,2025-05-17 10:19,0
Ayçiçek Yağı,Abalı Ayçiçek Yağı 1 lt,Abalı,"Sıvı Yağlar, Ayçicek Yağı, Sıvı Yağ Makarna Un, Ayçi̇cek Yağı",migros,Bayrampaşa Pashador Mm Migros,93.95,2025-05-17 10:20,0
Ayçiçek Yağı,Yudum Ayçiçek Yağı 1 lt,Yudum,"Gıda, Ayçıcek Yagı, Katı Sıvı Yağlar, Katı Ve Sıvı Yağlar, Bitkisel Tohum Yağları, Ayçi̇cek Yağı, Kuru Gıdalar, Sıvı Yağlar, Ayçi̇çek Yağı, Yaglar, Ayçicek Yağı, Ayçiçeği Yağı, Sıvı Yağ Makarna Un",a101,Sarıgöl Gaziosmanpaşa Istanbul,125.0,2025-05-17 10:20,0
Ayçiçek Yağı,Komili Ayçiçek yağı 1 lt,Komili,"Kuru Gıdalar, Gıda, Sıvı Yağlar, Ayçıcek Yagı, Yaglar, Ayçicek Yağı, Sıvı Yağ Makarna Un, Ayçi̇cek Yağı",migros,Avasköy Bayrampaşa M Migros,133.95,2025-05-17 10:20,0
Ayçiçek Yağı,Yudum Ayçiçek Yağı 1 lt,Yudum,"Gıda, Ayçıcek Yagı, Katı Sıvı Yağlar, Katı Ve Sıvı Yağlar, Bitkisel Tohum Yağları, Ayçi̇cek Yağı, Kuru Gıdalar, Sıvı Yağlar, Ayçi̇çek Yağı, Yaglar, Ayçicek Yağı, Ayçiçeği Yağı, Sıvı Yağ Makarna Un",migros,Avasköy Bayrampaşa M Migros,138.95,2025-05-17 10:20,0
Ayçiçek Yağı,"Carrefour Ayçiçek Yağı , 2 lt",Carrefour,"Kuru Gıdalar, Gıda, Ayçıcek Yagı, Yaglar",carrefour,Istanbul Vıa Venezıa Süper,148.9,2025-05-17 10:20,0
Ayçiçek Yağı,Migros Ayçiçek yağı 2l.,Migros,"Pl Ayçicek Yağı, Pl Sıvı Yağ Makarna Un, Pl Sıvı Yağlar, Pl Ayçi̇cek Yağı",migros,Avasköy Bayrampaşa M Migros,154.5,2025-05-17 10:20,0
Ayçiçek Yağı,Ayçiçek Yağı 2 Lt Sole,Sole,"0902-sıvı Yağlar, 09-katı Ve Sıvı Yağlar, 090202-ayçiçeği Yağı",bim,Bağlarbaşıgaziosmanpaşa,155.0,2025-05-17 10:20,0
Ayçiçek Yağı,Ayçiçek Yağı 2 lt Yurda,Yurda,"Margarin Ve Sıvı Yağlar, Ayçiçek Yağları, Ayçiçek Y",hakmar,Selamlıüsküdar,155.0,2025-05-17 10:20,0
Ayçiçek Yağı,Evin Ayçiçek yağı 2 Lt,Evin,"Sıvı Yağlar, Ayçi̇çek Yağı, Katı Sıvı Yağlar, Ayçicek Yağı",sok,Gop Kızılay,155.0,2025-05-17 10:20,0
Ayçiçek Yağı,Biryağ Ayçiçek yağı 2 l,Biryağ,"Kuru Gıdalar, Gıda, Sıvı Yağlar, Ayçıcek Yagı, Katı Ve Sıvı Yağlar, Yaglar, Bitkisel Tohum Yağları, Ayçicek Yağı, Ayçiçeği Yağı, Sıvı Yağ Makarna Un, Ayçi̇cek Yağı",a101,Çukurçeşme Gaziosmanpaşa Istanbul,159.0,2025-05-17 10:20,0
Ayçiçek Yağı,Abalı Ayçiçek Yağı 2 l,Abalı,"Sıvı Yağlar, Ayçicek Yağı, Sıvı Yağ Makarna Un, Ayçi̇cek Yağı",migros,Bayrampaşa Pashador Mm Migros,178.95,2025-05-17 10:20,0
Ayçiçek Yağı,Yudum Ayçiçek Yağı 2 lt,Yudum,"Kuru Gıdalar, Gıda, Margarin Ve Sıvı Yağlar, Sıvı Yağlar, Ayçıcek Yagı, Ayçiçek Yağları, Yaglar, Ayçicek Yağı, Ayçiçek Y, Sıvı Yağ Makarna Un, Ayçi̇cek Yağı",hakmar,Selamlıüsküdar,199.0,2025-05-17 10:20,0
