,name,brand,categories,marketName,depotName,price,updateDate,mesafe_km
Tuz,Tuz İyotlu 750 gr Tuzum,Tuzum ,"Konserveler Ve Çorbalar, Tuzlar",hakmar,Selamlıüsküdar,7.5,2025-05-19 10:20,0
Tuz,Tuz İyotlu 750 gr Sofra,Markasız,"081101-tuzluk Poşet, 0811-baharatlar, 08-konserve",bim,Bağlarbaşıgaziosmanpaşa,7.5,2025-05-19 10:20,0
Tuz,Anadolu Mutfağı Tuz 750 gr,Anadolu Mutfağı,"Tuz-baharat, Tuz, Sofra Tuzu",sok,Gop Kızılay,7.5,2025-05-19 10:19,0
Tuz,Anadolu Mutfağı İyotlu Tuz 125 gr,Anadolu Mutfağı,"Tuz-baharat, Tuz, Sofra Tuzu",sok,Gop Kızılay,7.9,2025-05-19 10:19,0
Tuz,Safir İyotlu Poşet Tuz 750 Gr,Safir,"Gıda, Temel Gıda Ürünleri, Tuz, Baharat-bulyon-tuz-çorba",tarim_kredi,Istanbul Bayrampaşa,10.9,2025-05-19 10:20,0
Tuz,Tuz İyotlu Poşet 1500g Safir,Safir,"170826-tuzluk Poşet, 1708-konserve, 17-grup Spot",bim,Bağlarbaşıgaziosmanpaşa,12.5,2025-05-19 10:19,0
Tuz,Billur Tuz İyotlu Sofra Tuzu 750 gr,Billur,"Tuz Baharat Harç, Soslar, Kuru Gıdalar, Gıda, Tuzlar Ve Baharatlar, Konserve Salça Sos, Konserve/sos/baharat, Tuz",migros,Avasköy Bayrampaşa M Migros,14.95,2025-05-19 10:19,0
Tuz,Tuz 1500 gr Samire,Samire,"Poşet Tuz, Tuz, Konserve Ve Baharatlar",a101,Çukurçeşme Gaziosmanpaşa Istanbul,15.0,2025-05-19 10:19,0
Tuz,Billur Tuz İyotlu 750 gr,Billur,"Tuz Baharat Harç, Gıda, Tuz-baharat, Konserve/sos/baharat, 1708-konserve, Sofra Tuzu, 17-grup Spot, Konserve Ve Baharatlar, 170826-tuzluk Poşet, Soslar, Kuru Gıdalar, Tuzlar Ve Baharatlar, Konserve Salça Sos, Poşet Tuz, Tuz",bim,Bağlarbaşıgaziosmanpaşa,15.0,2025-05-19 10:19,0
Tuz,Safir İyotlu Poşet Tuz 1500 Gr,Safir,"Gıda, Temel Gıda Ürünleri, Tuz, Baharat-bulyon-tuz-çorba",tarim_kredi,Istanbul Bayrampaşa,21.5,2025-05-19 10:19,0
