,name,brand,categories,marketName,depotName,price,updateDate,mesafe_km
Kuru Soğan,Soğan ,Markasız,"Normal Se, 10-meyve Sebze, Meyve Ve Sebzeler, 1001-meyve Sebzeler, Soğan, Sebze, 100102-karpuz, Normal Sebzeler",bim,Bağlarbaşıgaziosmanpaşa,12.5,2025-05-16 10:19,0
Kuru Soğan,Soğan ,Markasız,"Normal Se, 10-meyve Sebze, Meyve Ve Sebzeler, 1001-meyve Sebzeler, Soğan, Sebze, 100102-karpuz, Normal Sebzeler",a101,Çukurçeşme Gaziosmanpaşa Istanbul,12.5,2025-05-16 10:19,0
Kuru Soğan,Soğan ,Markasız,"Normal Se, 10-meyve Sebze, Meyve Ve Sebzeler, 1001-meyve Sebzeler, Soğan, Sebze, 100102-karpuz, Normal Sebzeler",hakmar,Selimpaşa  Üsküdar,12.95,2025-05-16 10:19,0
Kuru Soğan,Soğan Yeşil Demet ,Sivas Birlik,"Yeşillikler, Meyve Ve Sebzeler, Yeşillikl",hakmar,Selamlıüsküdar,24.95,2025-05-16 10:19,0
Kuru Soğan,Dondurulmuş Soğan Halkası 450 gr,Torku,"110902-kaplamalı Ürünler, Sebzeler, Dondurma Ve Dondurulmuş Ürünler, Dondurulmuş Ürünler, 1109-dondurulmuş Patates & Kaplamalı Ürünler, 11-dondurulmuş Ürünler",bim,Bağlarbaşıgaziosmanpaşa,34.5,2025-05-16 10:19,0
Kuru Soğan,Dondurulmuş Soğan Halkası 450 gr,Torku,"110902-kaplamalı Ürünler, Sebzeler, Dondurma Ve Dondurulmuş Ürünler, Dondurulmuş Ürünler, 1109-dondurulmuş Patates & Kaplamalı Ürünler, 11-dondurulmuş Ürünler",a101,Çukurçeşme Gaziosmanpaşa Istanbul,36.5,2025-05-16 10:19,0
Kuru Soğan,Kırmızı Soğan,Markasız,"Sebzeler, Soğan, Patates Soğan",sok,Gop Meydan,49.9,2025-05-16 10:19,0
