,name,brand,categories,marketName,depotName,price,updateDate,mesafe_km
Lokum,Lokum Kuş Meyve Aromalı 180 Gr Osmanoğlu,Osmanoğlu,"070601-yumuşak Şekerler, 0706-şekerlemeler, 07-bisküvi-çikolata.",bim,Bağlarbaşıgaziosmanpaşa,27.5,2025-05-16 10:19,0
Lokum,Uzungil Meyve Aromalı Çifte Kavrulmuş Lokum 180 Gr,Uzungil,"Şekerleme-sakız, Şekerleme, Gıda, Lokum, Atıştırmalık, Paketli Lokumlar, Şekerleme Ve Fmcg Premium Ürünler, Şekerleme Ürünleri̇",tarim_kredi,Istanbul Bayrampaşa,32.9,2025-05-16 10:19,0
Lokum,Lokum Sade Güllü 600 gr Lina,Lina,"Pişmaniye, Bisküvi,şekerleme,mamalar Ve Sağlık Ürün, Pişmaniye & Lokumlar",hakmar,Selamlıüsküdar,55.0,2025-05-16 10:19,0
Lokum,Lokum Gül Aromalı 500 Gr Koska,Koska,"170714-yumuşak Şekerler, 17-grup Spot, 1707-bi̇sküvi̇-çi̇kolata",bim,Bağlarbaşıgaziosmanpaşa,65.0,2025-05-16 10:19,0
Lokum,Lokum Fındıklı - karışık 600 gr Lina,Lina,"Pişmaniye, Bisküvi,şekerleme,mamalar Ve Sağlık Ürün, Pişmaniye & Lokumlar",hakmar,Selamlıüsküdar,65.0,2025-05-16 10:19,0
Lokum,Lokum Fındıklı / bademli 350 gr Lokum Aşkı,Lokum Aşkı,"Çi̇kolata Ve Şekerlemeler, Lokumlar, Şekerlemeler",a101,Çukurçeşme Gaziosmanpaşa Istanbul,99.5,2025-05-16 10:19,0
Lokum,Beyaz Peynir Klasik Lokum 350 gr Bozbeyi,Bozbeyi,"Süt Ve Sütlü Mamüller, Klasik Beyaz Peynir, Klasik Inek Peyniri",a101,Çukurçeşme Gaziosmanpaşa Istanbul,109.0,2025-05-16 10:19,0
Lokum,Lokum Çikolata Kalamalı Şölen 300 gr,Şölen,"170714-yumuşak Şekerler, 17-grup Spot, 1707-bi̇sküvi̇-çi̇kolata",bim,Bağlarbaşıgaziosmanpaşa,119.0,2025-05-16 10:19,0
Lokum,Lokum Fındıklı Sultan 350 gr Lokum Aşkı,Lokum Aşkı,"Çi̇kolata Ve Şekerlemeler, Lokumlar, Şekerlemeler",a101,Çukurçeşme Gaziosmanpaşa Istanbul,130.0,2025-05-16 10:19,0
Lokum,Koska Karışık Lokum 500 gr,Koska,"Şekerleme, Sekerler, Kuru Gıdalar, Gıda, Sekerleme, Paketli Lokumlar, Şekerleme Ve Fmcg Premium Ürünler, Şekerleme Ürünleri̇",carrefour,Istanbul Bayrampaşa Forum Hıpe,159.9,2025-05-16 10:19,0
Lokum,Koska Karışık Lokum 500 gr,Koska,"Şekerleme, Sekerler, Kuru Gıdalar, Gıda, Sekerleme, Paketli Lokumlar, Şekerleme Ve Fmcg Premium Ürünler, Şekerleme Ürünleri̇",migros,Avasköy Bayrampaşa M Migros,159.95,2025-05-16 10:19,0
Lokum,Koska Fındıklı Çikolata Kap Lokum 140 gr,Koska,"Sekerler, Kuru Gıdalar, Gıda, Sekerleme",carrefour,Istanbul Bayrampaşa Forum Hıpe,163.9,2025-05-16 10:19,0
Lokum,L.a Dubai Sultani Lokum 250 gr,Markasız,"Çarsı, Sekerlıler, Taze Gıdalar, Meyve Ve Sebze",carrefour,Istanbul Küçükköy Süper,186.9,2025-05-16 10:19,0
Lokum,Donuk Piliç Çıtır Lokum 1 Banvit,Markasız,"1701-etli̇ Mamuller, 170153-donuk Kaplam.kanatlı, 17-grup Spot",bim,Bağlarbaşıgaziosmanpaşa,199.0,2025-05-16 10:19,0
Lokum,Koska Fındık Lokum 500 gr,Koska,"Şekerleme, Sekerler, Kuru Gıdalar, Gıda, Sekerleme, Paketli Lokumlar, Şekerleme Ve Fmcg Premium Ürünler, Şekerleme Ürünleri̇",migros,Avasköy Bayrampaşa M Migros,199.95,2025-05-16 10:19,0
Lokum,Koska Duble Fıstıklı Lokum 250 gr,Koska,"Şekerleme, Paketli Lokumlar, Şekerleme Ve Fmcg Premium Ürünler, Şekerleme Ürünleri̇",migros,Avasköy Bayrampaşa M Migros,219.95,2025-05-16 10:19,0
Lokum,Koska Karışık Lokum Lüks Kutu 550 gr,Koska,"Şekerleme, Paketli Lokumlar, Şekerleme Ve Fmcg Premium Ürünler, Şekerleme Ürünleri̇",migros,Bayrampaşa Pashador Mm Migros,239.95,2025-05-16 10:19,0
Lokum,Koska Karışık Çerezli Lokum 500 gr,Koska,"Sekerler, Şekerleme, Kuru Gıdalar, Gıda, Sekerleme, Paketli Lokumlar, Şekerleme Ve Fmcg Premium Ürünler, Şekerleme Ürünleri̇",carrefour,Istanbul Bayrampaşa Forum Hıpe,247.5,2025-05-16 10:19,0
Lokum,Lokum Akademisi Zereşkli Sultan & nar Aromalı lokum 400 gr,Sultan,"Şekerleme, Paketli Lokumlar, Şekerleme Ve Fmcg Premium Ürünler, Şekerleme Ürünleri̇",migros,Avasköy Bayrampaşa M Migros,265.45,2025-05-16 10:19,0
Lokum,Mrx. Balık Lokum 400 gr,Markasız,"İşlenmi̇ş Ürünler, Taze Gıdalar, Balık, Dondurulmuş Ürünler",carrefour,Istanbul Bayrampaşa Forum Hıpe,289.0,2025-05-16 10:19,0
Lokum,Pınar İllaki Lokum Köfte 395 gr,Pınar,"Su Ve Et Ürünleri̇, Et Ürünleri, Dondurulmus Gıda, Gıda, Self Servıs, Etler, Donuk Dondurma, Dondurulmuş Gıda",carrefour,Istanbul Vıa Venezıa Süper,295.0,2025-05-16 10:19,0
Lokum,Ekici Lokum Kıvamında Beyaz Peynir kg,Ekici,"Peynir Günlük Servis Ve Katı Yağ, Peynir Servis, Kültürlü Peynir, Beyaz Peyni̇r",migros,Bayrampaşa Pashador Mm Migros,305.0,2025-05-16 10:19,0
Lokum,Lokum Akademisi Afyon Lokumu Fındıklı antep fıstıklı 500 gr,Lokum Akademisi,"Şekerleme, Paketli Lokumlar, Şekerleme Ve Fmcg Premium Ürünler, Şekerleme Ürünleri̇",migros,Avasköy Bayrampaşa M Migros,318.45,2025-05-16 10:19,0
Lokum,Lokum Atölyesi Dubai Sultan Lokumu 250 gr,Sultan,"Şekerleme, Paketli Lokumlar, Şekerleme Ve Fmcg Premium Ürünler, Şekerleme Ürünleri̇",migros,Bayrampaşa Pashador Mm Migros,395.0,2025-05-16 10:19,0
Lokum,Lokum Akademisi Anetep fıstıklı Fındık kremalı Dolgulu lokum 450 gr,Lokum Akademisi,"Şekerleme, Paketli Lokumlar, Şekerleme Ve Fmcg Premium Ürünler, Şekerleme Ürünleri̇",migros,Avasköy Bayrampaşa M Migros,439.95,2025-05-16 10:19,0
Lokum,Koska Anetep fıstıklı Lokum Lüks Kutu 650 gr,Koska,"Şekerleme, Paketli Lokumlar, Şekerleme Ve Fmcg Premium Ürünler, Şekerleme Ürünleri̇",migros,Bayrampaşa Pashador Mm Migros,469.95,2025-05-16 10:19,0
