,name,brand,categories,marketName,depotName,price,updateDate,mesafe_km
Kabartma Maddeleri,Hamur Kabartma Tozu 10 x 10 gr Dorbi,Dorbi,"Pasta Malzemeleri, Kabartma Tozu, Un Ve Unlu Mamuller",a101,Çukurçeşme Gaziosmanpaşa Istanbul,11.0,2025-05-02 10:14,0
Kabartma Maddeleri,Hamur Kabartma Tozu 10 x 10 gr Destan,Destan,"0412-toz Tatlı Ve Pi̇şi̇rme Yardımcıları, 041203-tatlılar Toz, 04-bakliyat Ve Unlu Mamuller",bim,Bağlarbaşıgaziosmanpaşa,11.0,2025-05-02 10:14,0
Kabartma Maddeleri,Hamur Kabartma Tozu 10 x 10 gr Arife,Arife,"Un Ve Bakliyatlar, Kabartma Tozu, Kabartma",hakmar,Selamlıüsküdar,11.0,2025-05-02 10:14,0
Kabartma Maddeleri,Dr. oetker Hamur Kabartma Tozu 5 Li 50 Gr,Dr. Oetker,"Tatlı/hamur Islerı, Kuru Gıdalar, Gıda, Hamur Pasta Malzemel",carrefour,Istanbul Esenler Esprı Süper,13.25,2025-05-02 10:14,0
Kabartma Maddeleri,Piyale Hamur Kabartma Tozu 15 li Paket,Piyale,"Hamur Ve Pasta Malzemeleri, Hamur Ve Pasta Malzemeleri̇, Tatlı Ve Hamur Işleri, Kabartma Tozu",sok,Gop Kızılay,16.5,2025-05-02 10:14,0
Kabartma Maddeleri,Kent Boringer Hamur Kabartma Tozu 10 Lu Paket ( 1,Kent,"Tatlı/hamur Islerı, Kuru Gıdalar, Gıda, Hamur Pasta Malzemel",carrefour,Istanbul Vıa Venezıa Süper,23.15,2025-05-02 10:14,0
Kabartma Maddeleri,Pakmaya Hamur Kabartma Tozu 10 Lu,Pakmaya,"Tatlı/hamur Islerı, Kuru Gıdalar, Gıda, Hamur Pasta Malzemel",carrefour,Istanbul Vıa Venezıa Süper,24.0,2025-05-02 10:14,0
Kabartma Maddeleri,Kabartma Desen Çocuk Soket Çorap,Markasız,"171505-çocuk Çorapları, 17-grup Spot, 1715-gıda Dışı Ürünler",bim,Bağlarbaşıgaziosmanpaşa,24.5,2025-05-02 10:14,0
Kabartma Maddeleri,Hamur Kabartma tozu 10 x 10 gr Dr Oetker,Dr. Oetker,"Tatlı/hamur Islerı, Un Ve Bakliyatlar, Kuru Gıdalar, Gıda, Hamur Pasta Malzemel, Kabartma Tozu, Kabartma",carrefour,Istanbul Esenler Esprı Süper,25.5,2025-05-02 10:14,0
Kabartma Maddeleri,Hamur Kabartma tozu 10 x 10 gr Dr Oetker,Dr. Oetker,"Tatlı/hamur Islerı, Un Ve Bakliyatlar, Kuru Gıdalar, Gıda, Hamur Pasta Malzemel, Kabartma Tozu, Kabartma",hakmar,Selamlıüsküdar,25.5,2025-05-02 10:14,0
Kabartma Maddeleri,Hamur Kabartma Tozu 20 x 10 gr Kent Boringer,Kent,"Pasta Malzemeleri, Kabartma Tozu, Un Ve Unlu Mamuller",a101,Sarıgöl Gaziosmanpaşa Istanbul,29.5,2025-05-02 10:14,0
Kabartma Maddeleri,Dr. oetker Hamur Kabartma Tozu 15 li 150 gr,Dr. Oetker,"Tatlı/hamur Islerı, Kuru Gıdalar, Gıda, Hamur Pasta Malzemel",carrefour,Istanbul Vıa Venezıa Süper,36.75,2025-05-02 10:14,0
